mode,example,elapsed_ms
without-smart-kleene-order,stop3a,3937
regular,stop3,728
without-bidirectional,stop3,718
without-remove-redundant-parts,stop3,734
without-remove-redundant-sets,stop3,754
without-generate-less,stop3,701
without-smart-kleene-order,stop3,747
regular,stop4a,4348
without-bidirectional,stop4a,4630
without-remove-redundant-parts,stop4a,4479
without-remove-redundant-sets,stop4a,4395
without-generate-less,stop4a,3394
without-smart-kleene-order,stop4a,4440
regular,stop4,2171
without-bidirectional,stop4,2154
without-remove-redundant-parts,stop4,2191
without-remove-redundant-sets,stop4,2103
without-generate-less,stop4,60004
without-smart-kleene-order,stop4,2510
regular,stop,1420
without-bidirectional,stop,1803
without-remove-redundant-parts,stop,1388
without-remove-redundant-sets,stop,1388
without-generate-less,stop,1411
without-smart-kleene-order,stop,1385
regular,tricky2,47686
without-bidirectional,tricky2,60005
without-remove-redundant-parts,tricky2,42341
without-remove-redundant-sets,tricky2,36477
without-generate-less,tricky2,28249
without-smart-kleene-order,tricky2,42554
regular,tricky3,60004
without-bidirectional,tricky3,60006
without-remove-redundant-parts,tricky3,60004
without-remove-redundant-sets,tricky3,60004
without-generate-less,tricky3,60005
without-smart-kleene-order,tricky3,60004
regular,tricky3_ser,60005
without-bidirectional,tricky3_ser,60009
without-remove-redundant-parts,tricky3_ser,60004
without-remove-redundant-sets,tricky3_ser,60005
without-generate-less,tricky3_ser,60004
without-smart-kleene-order,tricky3_ser,60003
regular,while_expr,101
without-bidirectional,while_expr,106
without-remove-redundant-parts,while_expr,93
without-remove-redundant-sets,while_expr,95
without-generate-less,while_expr,94
without-smart-kleene-order,while_expr,95
regular,with_comments,96
without-bidirectional,with_comments,98
without-remove-redundant-parts,with_comments,95
without-remove-redundant-sets,with_comments,92
without-generate-less,with_comments,93
without-smart-kleene-order,with_comments,100
regular,yield_expr,99
without-bidirectional,yield_expr,96
without-remove-redundant-parts,yield_expr,104
without-remove-redundant-sets,yield_expr,119
without-generate-less,yield_expr,101
without-smart-kleene-order,yield_expr,113
