mode,example,elapsed_ms
bidirectional+remove-redundant-sets+smart-kleene-order,complex_expr,102
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,complex_expr,102
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,complex_expr,103
generate-less+smart-kleene-order,complex_expr,102
bidirectional+generate-less+smart-kleene-order,complex_expr,105
remove-redundant-parts+generate-less+smart-kleene-order,complex_expr,103
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,complex_expr,103
remove-redundant-sets+generate-less+smart-kleene-order,complex_expr,103
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,complex_expr,101
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,complex_expr,104
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,complex_expr,101
regular,complex_while_with_yields,10003
bidirectional,complex_while_with_yields,10004
remove-redundant-parts,complex_while_with_yields,10006
bidirectional+remove-redundant-parts,complex_while_with_yields,10005
remove-redundant-sets,complex_while_with_yields,10004
bidirectional+remove-redundant-sets,complex_while_with_yields,10004
remove-redundant-parts+remove-redundant-sets,complex_while_with_yields,10004
bidirectional+remove-redundant-parts+remove-redundant-sets,complex_while_with_yields,10005
generate-less,complex_while_with_yields,10004
bidirectional+generate-less,complex_while_with_yields,10004
remove-redundant-parts+generate-less,complex_while_with_yields,10004
bidirectional+remove-redundant-parts+generate-less,complex_while_with_yields,10004
remove-redundant-sets+generate-less,complex_while_with_yields,10004
bidirectional+remove-redundant-sets+generate-less,complex_while_with_yields,10005
remove-redundant-parts+remove-redundant-sets+generate-less,complex_while_with_yields,10005
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,complex_while_with_yields,10008
smart-kleene-order,complex_while_with_yields,10006
bidirectional+smart-kleene-order,complex_while_with_yields,10004
remove-redundant-parts+smart-kleene-order,complex_while_with_yields,10004
bidirectional+remove-redundant-parts+smart-kleene-order,complex_while_with_yields,10004
remove-redundant-sets+smart-kleene-order,complex_while_with_yields,10007
bidirectional+remove-redundant-sets+smart-kleene-order,complex_while_with_yields,10005
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,complex_while_with_yields,10004
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,complex_while_with_yields,10005
generate-less+smart-kleene-order,complex_while_with_yields,10005
bidirectional+generate-less+smart-kleene-order,complex_while_with_yields,10004
remove-redundant-parts+generate-less+smart-kleene-order,complex_while_with_yields,10004
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,complex_while_with_yields,10005
remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,10004
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,10004
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,10004
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,10003
regular,equality_check,132
bidirectional,equality_check,148
remove-redundant-parts,equality_check,118
bidirectional+remove-redundant-parts,equality_check,115
remove-redundant-sets,equality_check,107
bidirectional+remove-redundant-sets,equality_check,114
remove-redundant-parts+remove-redundant-sets,equality_check,108
bidirectional+remove-redundant-parts+remove-redundant-sets,equality_check,116
generate-less,equality_check,118
bidirectional+generate-less,equality_check,112
remove-redundant-parts+generate-less,equality_check,118
bidirectional+remove-redundant-parts+generate-less,equality_check,115
remove-redundant-sets+generate-less,equality_check,113
bidirectional+remove-redundant-sets+generate-less,equality_check,112
remove-redundant-parts+remove-redundant-sets+generate-less,equality_check,112
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,equality_check,112
smart-kleene-order,equality_check,115
bidirectional+smart-kleene-order,equality_check,118
remove-redundant-parts+smart-kleene-order,equality_check,109
bidirectional+remove-redundant-parts+smart-kleene-order,equality_check,113
remove-redundant-sets+smart-kleene-order,equality_check,113
bidirectional+remove-redundant-sets+smart-kleene-order,equality_check,116
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,equality_check,107
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,equality_check,107
generate-less+smart-kleene-order,equality_check,112
bidirectional+generate-less+smart-kleene-order,equality_check,114
remove-redundant-parts+generate-less+smart-kleene-order,equality_check,117
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,equality_check,122
remove-redundant-sets+generate-less+smart-kleene-order,equality_check,115
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,equality_check,140
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,equality_check,125
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,equality_check,120
regular,ex,509
bidirectional,ex,484
remove-redundant-parts,ex,483
bidirectional+remove-redundant-parts,ex,475
remove-redundant-sets,ex,488
bidirectional+remove-redundant-sets,ex,480
remove-redundant-parts+remove-redundant-sets,ex,486
bidirectional+remove-redundant-parts+remove-redundant-sets,ex,484
generate-less,ex,510
bidirectional+generate-less,ex,489
remove-redundant-parts+generate-less,ex,518
bidirectional+remove-redundant-parts+generate-less,ex,493
remove-redundant-sets+generate-less,ex,501
bidirectional+remove-redundant-sets+generate-less,ex,490
remove-redundant-parts+remove-redundant-sets+generate-less,ex,496
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,ex,494
smart-kleene-order,ex,526
bidirectional+smart-kleene-order,ex,467
remove-redundant-parts+smart-kleene-order,ex,443
bidirectional+remove-redundant-parts+smart-kleene-order,ex,421
remove-redundant-sets+smart-kleene-order,ex,407
bidirectional+remove-redundant-sets+smart-kleene-order,ex,414
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,ex,443
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,ex,470
generate-less+smart-kleene-order,ex,497
bidirectional+generate-less+smart-kleene-order,ex,482
remove-redundant-parts+generate-less+smart-kleene-order,ex,473
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,ex,469
remove-redundant-sets+generate-less+smart-kleene-order,ex,480
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,ex,450
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,ex,415
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,ex,417
regular,flag_non_ser,818
bidirectional,flag_non_ser,10003
remove-redundant-parts,flag_non_ser,883
bidirectional+remove-redundant-parts,flag_non_ser,10003
remove-redundant-sets,flag_non_ser,780
bidirectional+remove-redundant-sets,flag_non_ser,10003
remove-redundant-parts+remove-redundant-sets,flag_non_ser,948
bidirectional+remove-redundant-parts+remove-redundant-sets,flag_non_ser,10004
generate-less,flag_non_ser,893
bidirectional+generate-less,flag_non_ser,10003
remove-redundant-parts+generate-less,flag_non_ser,856
bidirectional+remove-redundant-parts+generate-less,flag_non_ser,10003
remove-redundant-sets+generate-less,flag_non_ser,749
bidirectional+remove-redundant-sets+generate-less,flag_non_ser,10004
remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser,1085
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser,10004
smart-kleene-order,flag_non_ser,732
bidirectional+smart-kleene-order,flag_non_ser,10004
remove-redundant-parts+smart-kleene-order,flag_non_ser,862
bidirectional+remove-redundant-parts+smart-kleene-order,flag_non_ser,10003
remove-redundant-sets+smart-kleene-order,flag_non_ser,982
bidirectional+remove-redundant-sets+smart-kleene-order,flag_non_ser,10004
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser,969
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser,10004
generate-less+smart-kleene-order,flag_non_ser,946
bidirectional+generate-less+smart-kleene-order,flag_non_ser,10003
remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser,851
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser,10003
remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,770
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,10004
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,680
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,10003
regular,flag_non_ser_turned_ser,115
bidirectional,flag_non_ser_turned_ser,110
remove-redundant-parts,flag_non_ser_turned_ser,111
bidirectional+remove-redundant-parts,flag_non_ser_turned_ser,112
remove-redundant-sets,flag_non_ser_turned_ser,108
bidirectional+remove-redundant-sets,flag_non_ser_turned_ser,100
remove-redundant-parts+remove-redundant-sets,flag_non_ser_turned_ser,106
bidirectional+remove-redundant-parts+remove-redundant-sets,flag_non_ser_turned_ser,96
generate-less,flag_non_ser_turned_ser,99
bidirectional+generate-less,flag_non_ser_turned_ser,100
remove-redundant-parts+generate-less,flag_non_ser_turned_ser,98
bidirectional+remove-redundant-parts+generate-less,flag_non_ser_turned_ser,98
