mode,example,elapsed_ms
without-bidirectional without-remove-redundant-sets,state_machine,119
without-remove-redundant-parts without-remove-redundant-sets,state_machine,352
without-bidirectional without-remove-redundant-parts without-remove-redundant-sets,state_machine,357
without-generate-less,state_machine,94
without-bidirectional without-generate-less,state_machine,101
without-remove-redundant-parts without-generate-less,state_machine,90
without-bidirectional without-remove-redundant-parts without-generate-less,state_machine,92
without-remove-redundant-sets without-generate-less,state_machine,93
without-bidirectional without-remove-redundant-sets without-generate-less,state_machine,92
without-remove-redundant-parts without-remove-redundant-sets without-generate-less,state_machine,94
without-bidirectional without-remove-redundant-parts without-remove-redundant-sets without-generate-less,state_machine,95
without-smart-kleene-order,state_machine,125
without-bidirectional without-smart-kleene-order,state_machine,126
without-remove-redundant-parts without-smart-kleene-order,state_machine,361
without-bidirectional without-remove-redundant-parts without-smart-kleene-order,state_machine,1453
without-remove-redundant-sets without-smart-kleene-order,state_machine,135
without-bidirectional without-remove-redundant-sets without-smart-kleene-order,state_machine,132
without-remove-redundant-parts without-remove-redundant-sets without-smart-kleene-order,state_machine,210
without-bidirectional without-remove-redundant-parts without-remove-redundant-sets without-smart-kleene-order,state_machine,407
without-generate-less without-smart-kleene-order,state_machine,117
without-bidirectional without-generate-less without-smart-kleene-order,state_machine,109
without-remove-redundant-parts without-generate-less without-smart-kleene-order,state_machine,116
without-bidirectional without-remove-redundant-parts without-generate-less without-smart-kleene-order,state_machine,117
without-remove-redundant-sets without-generate-less without-smart-kleene-order,state_machine,103
without-bidirectional without-remove-redundant-sets without-generate-less without-smart-kleene-order,state_machine,103
without-remove-redundant-parts without-remove-redundant-sets without-generate-less without-smart-kleene-order,state_machine,108
without-bidirectional without-remove-redundant-parts without-remove-redundant-sets without-generate-less without-smart-kleene-order,state_machine,103
