mode,example,elapsed_ms
without-generate-less without-smart-kleene-order,fred2,245
without-bidirectional without-generate-less without-smart-kleene-order,fred2,356
without-remove-redundant-parts without-generate-less without-smart-kleene-order,fred2,219
without-bidirectional without-remove-redundant-parts without-generate-less without-smart-kleene-order,fred2,1023
without-remove-redundant-sets without-generate-less without-smart-kleene-order,fred2,337
without-bidirectional without-remove-redundant-sets without-generate-less without-smart-kleene-order,fred2,266
without-remove-redundant-parts without-remove-redundant-sets without-generate-less without-smart-kleene-order,fred2,1059
without-bidirectional without-remove-redundant-parts without-remove-redundant-sets without-generate-less without-smart-kleene-order,fred2,535
all-on,fred_arith,133
without-bidirectional,fred_arith,134
without-remove-redundant-parts,fred_arith,133
without-bidirectional without-remove-redundant-parts,fred_arith,140
without-remove-redundant-sets,fred_arith,156
without-bidirectional without-remove-redundant-sets,fred_arith,138
without-remove-redundant-parts without-remove-redundant-sets,fred_arith,135
without-bidirectional without-remove-redundant-parts without-remove-redundant-sets,fred_arith,132
without-generate-less,fred_arith,409
without-bidirectional without-generate-less,fred_arith,431
without-remove-redundant-parts without-generate-less,fred_arith,408
without-bidirectional without-remove-redundant-parts without-generate-less,fred_arith,400
without-remove-redundant-sets without-generate-less,fred_arith,424
without-bidirectional without-remove-redundant-sets without-generate-less,fred_arith,402
without-remove-redundant-parts without-remove-redundant-sets without-generate-less,fred_arith,423
