bidirectional ON,remove-redundant-parts ON,remove-redundant-sets ON,generate-less ON,smart-kleene-order ON,benchmark,type,timeout_ms,time_ms,terminated
1,0,1,1,0,incrdecr,ser,10000,125,1
0,0,1,1,0,incrdecr,ser,10000,127,1
1,1,0,1,0,incrdecr,ser,10000,129,1
0,1,0,1,0,incrdecr,ser,10000,126,1
1,0,0,1,0,incrdecr,ser,10000,125,1
0,0,0,1,0,incrdecr,ser,10000,128,1
1,1,1,0,0,incrdecr,ser,10000,134,1
0,1,1,0,0,incrdecr,ser,10000,140,1
1,0,1,0,0,incrdecr,ser,10000,126,1
0,0,1,0,0,incrdecr,ser,10000,124,1
1,1,0,0,0,incrdecr,ser,10000,128,1
0,1,0,0,0,incrdecr,ser,10000,149,1
1,0,0,0,0,incrdecr,ser,10000,129,1
0,0,0,0,0,incrdecr,ser,10000,156,1
1,1,1,1,1,less_simple_ser,ser,10000,142,1
0,1,1,1,1,less_simple_ser,ser,10000,137,1
1,0,1,1,1,less_simple_ser,ser,10000,134,1
0,0,1,1,1,less_simple_ser,ser,10000,133,1
1,1,0,1,1,less_simple_ser,ser,10000,157,1
0,1,0,1,1,less_simple_ser,ser,10000,174,1
1,0,0,1,1,less_simple_ser,ser,10000,339,1
0,0,0,1,1,less_simple_ser,ser,10000,152,1
1,1,1,0,1,less_simple_ser,ser,10000,99,1
0,1,1,0,1,less_simple_ser,ser,10000,10293,0
1,0,1,0,1,less_simple_ser,ser,10000,10309,0
0,0,1,0,1,less_simple_ser,ser,10000,101,1
1,1,0,0,1,less_simple_ser,ser,10000,10015,0
0,1,0,0,1,less_simple_ser,ser,10000,95,1
1,0,0,0,1,less_simple_ser,ser,10000,10337,0
0,0,0,0,1,less_simple_ser,ser,10000,10317,0
1,1,1,1,0,less_simple_ser,ser,10000,141,1
0,1,1,1,0,less_simple_ser,ser,10000,140,1
1,0,1,1,0,less_simple_ser,ser,10000,135,1
0,0,1,1,0,less_simple_ser,ser,10000,135,1
1,1,0,1,0,less_simple_ser,ser,10000,153,1
0,1,0,1,0,less_simple_ser,ser,10000,250,1
1,0,0,1,0,less_simple_ser,ser,10000,318,1
0,0,0,1,0,less_simple_ser,ser,10000,184,1
1,1,1,0,0,less_simple_ser,ser,10000,101,1
0,1,1,0,0,less_simple_ser,ser,10000,104,1
1,0,1,0,0,less_simple_ser,ser,10000,440,1
0,0,1,0,0,less_simple_ser,ser,10000,426,1
1,1,0,0,0,less_simple_ser,ser,10000,103,1
0,1,0,0,0,less_simple_ser,ser,10000,10255,0
1,0,0,0,0,less_simple_ser,ser,10000,10248,0
0,0,0,0,0,less_simple_ser,ser,10000,10213,0
1,1,1,1,1,mixed_expr,ser,10000,93,1
0,1,1,1,1,mixed_expr,ser,10000,92,1
1,0,1,1,1,mixed_expr,ser,10000,89,1
0,0,1,1,1,mixed_expr,ser,10000,87,1
1,1,0,1,1,mixed_expr,ser,10000,88,1
0,1,0,1,1,mixed_expr,ser,10000,91,1
1,0,0,1,1,mixed_expr,ser,10000,95,1
0,0,0,1,1,mixed_expr,ser,10000,95,1
1,1,1,0,1,mixed_expr,ser,10000,93,1
0,1,1,0,1,mixed_expr,ser,10000,93,1
1,0,1,0,1,mixed_expr,ser,10000,94,1
0,0,1,0,1,mixed_expr,ser,10000,90,1
1,1,0,0,1,mixed_expr,ser,10000,88,1
0,1,0,0,1,mixed_expr,ser,10000,90,1
1,0,0,0,1,mixed_expr,ser,10000,89,1
0,0,0,0,1,mixed_expr,ser,10000,90,1
1,1,1,1,0,mixed_expr,ser,10000,89,1
0,1,1,1,0,mixed_expr,ser,10000,90,1
1,0,1,1,0,mixed_expr,ser,10000,95,1
0,0,1,1,0,mixed_expr,ser,10000,89,1
1,1,0,1,0,mixed_expr,ser,10000,99,1
0,1,0,1,0,mixed_expr,ser,10000,94,1
1,0,0,1,0,mixed_expr,ser,10000,88,1
0,0,0,1,0,mixed_expr,ser,10000,86,1
1,1,1,0,0,mixed_expr,ser,10000,95,1
0,1,1,0,0,mixed_expr,ser,10000,92,1
1,0,1,0,0,mixed_expr,ser,10000,92,1
0,0,1,0,0,mixed_expr,ser,10000,90,1
1,1,0,0,0,mixed_expr,ser,10000,89,1
0,1,0,0,0,mixed_expr,ser,10000,93,1
1,0,0,0,0,mixed_expr,ser,10000,90,1
0,0,0,0,0,mixed_expr,ser,10000,91,1
1,1,1,1,1,modulo_nonser,ser,10000,155,1
0,1,1,1,1,modulo_nonser,ser,10000,163,1
1,0,1,1,1,modulo_nonser,ser,10000,169,1
0,0,1,1,1,modulo_nonser,ser,10000,210,1
1,1,0,1,1,modulo_nonser,ser,10000,212,1
0,1,0,1,1,modulo_nonser,ser,10000,217,1
1,0,0,1,1,modulo_nonser,ser,10000,211,1
0,0,0,1,1,modulo_nonser,ser,10000,199,1
1,1,1,0,1,modulo_nonser,ser,10000,10019,0
0,1,1,0,1,modulo_nonser,ser,10000,10021,0
1,0,1,0,1,modulo_nonser,ser,10000,10021,0
0,0,1,0,1,modulo_nonser,ser,10000,10029,0
1,1,0,0,1,modulo_nonser,ser,10000,6559,1
0,1,0,0,1,modulo_nonser,ser,10000,10024,0
1,0,0,0,1,modulo_nonser,ser,10000,10025,0
0,0,0,0,1,modulo_nonser,ser,10000,10024,0
1,1,1,1,0,modulo_nonser,ser,10000,237,1
0,1,1,1,0,modulo_nonser,ser,10000,136,1
1,0,1,1,0,modulo_nonser,ser,10000,214,1
0,0,1,1,0,modulo_nonser,ser,10000,218,1
1,1,0,1,0,modulo_nonser,ser,10000,276,1
0,1,0,1,0,modulo_nonser,ser,10000,256,1
1,0,0,1,0,modulo_nonser,ser,10000,247,1
0,0,0,1,0,modulo_nonser,ser,10000,155,1
1,1,1,0,0,modulo_nonser,ser,10000,10022,0
0,1,1,0,0,modulo_nonser,ser,10000,10039,0
1,0,1,0,0,modulo_nonser,ser,10000,10028,0
0,0,1,0,0,modulo_nonser,ser,10000,7462,1
1,1,0,0,0,modulo_nonser,ser,10000,10033,0
0,1,0,0,0,modulo_nonser,ser,10000,7731,1
1,0,0,0,0,modulo_nonser,ser,10000,7033,1
0,0,0,0,0,modulo_nonser,ser,10000,10036,0
1,1,1,1,1,multiple_requests,ser,10000,122,1
0,1,1,1,1,multiple_requests,ser,10000,126,1
1,0,1,1,1,multiple_requests,ser,10000,128,1
0,0,1,1,1,multiple_requests,ser,10000,125,1
1,1,0,1,1,multiple_requests,ser,10000,121,1
0,1,0,1,1,multiple_requests,ser,10000,123,1
1,0,0,1,1,multiple_requests,ser,10000,124,1
0,0,0,1,1,multiple_requests,ser,10000,128,1
1,1,1,0,1,multiple_requests,ser,10000,134,1
0,1,1,0,1,multiple_requests,ser,10000,126,1
1,0,1,0,1,multiple_requests,ser,10000,120,1
0,0,1,0,1,multiple_requests,ser,10000,112,1
1,1,0,0,1,multiple_requests,ser,10000,116,1
0,1,0,0,1,multiple_requests,ser,10000,117,1
1,0,0,0,1,multiple_requests,ser,10000,117,1
0,0,0,0,1,multiple_requests,ser,10000,112,1
1,1,1,1,0,multiple_requests,ser,10000,117,1
0,1,1,1,0,multiple_requests,ser,10000,117,1
1,0,1,1,0,multiple_requests,ser,10000,114,1
0,0,1,1,0,multiple_requests,ser,10000,127,1
1,1,0,1,0,multiple_requests,ser,10000,148,1
0,1,0,1,0,multiple_requests,ser,10000,120,1
1,0,0,1,0,multiple_requests,ser,10000,116,1
0,0,0,1,0,multiple_requests,ser,10000,114,1
1,1,1,0,0,multiple_requests,ser,10000,118,1
0,1,1,0,0,multiple_requests,ser,10000,113,1
1,0,1,0,0,multiple_requests,ser,10000,116,1
0,0,1,0,0,multiple_requests,ser,10000,118,1
1,1,0,0,0,multiple_requests,ser,10000,113,1
0,1,0,0,0,multiple_requests,ser,10000,114,1
1,0,0,0,0,multiple_requests,ser,10000,114,1
0,0,0,0,0,multiple_requests,ser,10000,109,1
1,1,1,1,1,multiple_vars,ser,10000,90,1
0,1,1,1,1,multiple_vars,ser,10000,91,1
1,0,1,1,1,multiple_vars,ser,10000,92,1
0,0,1,1,1,multiple_vars,ser,10000,90,1
1,1,0,1,1,multiple_vars,ser,10000,94,1
0,1,0,1,1,multiple_vars,ser,10000,88,1
1,0,0,1,1,multiple_vars,ser,10000,94,1
0,0,0,1,1,multiple_vars,ser,10000,88,1
1,1,1,0,1,multiple_vars,ser,10000,90,1
0,1,1,0,1,multiple_vars,ser,10000,88,1
1,0,1,0,1,multiple_vars,ser,10000,92,1
0,0,1,0,1,multiple_vars,ser,10000,91,1
1,1,0,0,1,multiple_vars,ser,10000,92,1
0,1,0,0,1,multiple_vars,ser,10000,86,1
1,0,0,0,1,multiple_vars,ser,10000,92,1
0,0,0,0,1,multiple_vars,ser,10000,94,1
1,1,1,1,0,multiple_vars,ser,10000,93,1
0,1,1,1,0,multiple_vars,ser,10000,92,1
1,0,1,1,0,multiple_vars,ser,10000,96,1
0,0,1,1,0,multiple_vars,ser,10000,93,1
1,1,0,1,0,multiple_vars,ser,10000,87,1
0,1,0,1,0,multiple_vars,ser,10000,92,1
1,0,0,1,0,multiple_vars,ser,10000,90,1
0,0,0,1,0,multiple_vars,ser,10000,89,1
1,1,1,0,0,multiple_vars,ser,10000,98,1
0,1,1,0,0,multiple_vars,ser,10000,91,1
1,0,1,0,0,multiple_vars,ser,10000,93,1
0,0,1,0,0,multiple_vars,ser,10000,90,1
1,1,0,0,0,multiple_vars,ser,10000,91,1
0,1,0,0,0,multiple_vars,ser,10000,93,1
1,0,0,0,0,multiple_vars,ser,10000,90,1
0,0,0,0,0,multiple_vars,ser,10000,91,1
1,1,1,1,1,nested_while,ser,10000,94,1
0,1,1,1,1,nested_while,ser,10000,95,1
1,0,1,1,1,nested_while,ser,10000,95,1
0,0,1,1,1,nested_while,ser,10000,92,1
1,1,0,1,1,nested_while,ser,10000,98,1
0,1,0,1,1,nested_while,ser,10000,96,1
1,0,0,1,1,nested_while,ser,10000,88,1
0,0,0,1,1,nested_while,ser,10000,91,1
1,1,1,0,1,nested_while,ser,10000,90,1
0,1,1,0,1,nested_while,ser,10000,95,1
1,0,1,0,1,nested_while,ser,10000,93,1
0,0,1,0,1,nested_while,ser,10000,97,1
1,1,0,0,1,nested_while,ser,10000,90,1
0,1,0,0,1,nested_while,ser,10000,91,1
1,0,0,0,1,nested_while,ser,10000,96,1
0,0,0,0,1,nested_while,ser,10000,94,1
1,1,1,1,0,nested_while,ser,10000,92,1
0,1,1,1,0,nested_while,ser,10000,89,1
1,0,1,1,0,nested_while,ser,10000,92,1
0,0,1,1,0,nested_while,ser,10000,89,1
1,1,0,1,0,nested_while,ser,10000,91,1
0,1,0,1,0,nested_while,ser,10000,94,1
1,0,0,1,0,nested_while,ser,10000,95,1
0,0,0,1,0,nested_while,ser,10000,92,1
1,1,1,0,0,nested_while,ser,10000,88,1
0,1,1,0,0,nested_while,ser,10000,89,1
1,0,1,0,0,nested_while,ser,10000,109,1
0,0,1,0,0,nested_while,ser,10000,91,1
1,1,0,0,0,nested_while,ser,10000,95,1
0,1,0,0,0,nested_while,ser,10000,99,1
1,0,0,0,0,nested_while,ser,10000,95,1
0,0,0,0,0,nested_while,ser,10000,90,1
1,1,1,1,1,nondet2,ser,10000,132,1
0,1,1,1,1,nondet2,ser,10000,131,1
1,0,1,1,1,nondet2,ser,10000,129,1
0,0,1,1,1,nondet2,ser,10000,126,1
1,1,0,1,1,nondet2,ser,10000,128,1
0,1,0,1,1,nondet2,ser,10000,127,1
1,0,0,1,1,nondet2,ser,10000,125,1
0,0,0,1,1,nondet2,ser,10000,128,1
1,1,1,0,1,nondet2,ser,10000,129,1
0,1,1,0,1,nondet2,ser,10000,130,1
1,0,1,0,1,nondet2,ser,10000,133,1
0,0,1,0,1,nondet2,ser,10000,125,1
1,1,0,0,1,nondet2,ser,10000,131,1
0,1,0,0,1,nondet2,ser,10000,134,1
1,0,0,0,1,nondet2,ser,10000,130,1
0,0,0,0,1,nondet2,ser,10000,122,1
1,1,1,1,0,nondet2,ser,10000,124,1
0,1,1,1,0,nondet2,ser,10000,130,1
1,0,1,1,0,nondet2,ser,10000,131,1
0,0,1,1,0,nondet2,ser,10000,125,1
1,1,0,1,0,nondet2,ser,10000,130,1
0,1,0,1,0,nondet2,ser,10000,129,1
1,0,0,1,0,nondet2,ser,10000,127,1
0,0,0,1,0,nondet2,ser,10000,127,1
1,1,1,0,0,nondet2,ser,10000,131,1
0,1,1,0,0,nondet2,ser,10000,128,1
1,0,1,0,0,nondet2,ser,10000,127,1
0,0,1,0,0,nondet2,ser,10000,130,1
1,1,0,0,0,nondet2,ser,10000,131,1
0,1,0,0,0,nondet2,ser,10000,124,1
1,0,0,0,0,nondet2,ser,10000,137,1
0,0,0,0,0,nondet2,ser,10000,153,1
1,1,1,1,1,nondet_impl2,ser,10000,147,1
0,1,1,1,1,nondet_impl2,ser,10000,140,1
1,0,1,1,1,nondet_impl2,ser,10000,137,1
0,0,1,1,1,nondet_impl2,ser,10000,131,1
1,1,0,1,1,nondet_impl2,ser,10000,126,1
0,1,0,1,1,nondet_impl2,ser,10000,133,1
1,0,0,1,1,nondet_impl2,ser,10000,139,1
0,0,0,1,1,nondet_impl2,ser,10000,133,1
1,1,1,0,1,nondet_impl2,ser,10000,132,1
0,1,1,0,1,nondet_impl2,ser,10000,127,1
1,0,1,0,1,nondet_impl2,ser,10000,127,1
0,0,1,0,1,nondet_impl2,ser,10000,126,1
1,1,0,0,1,nondet_impl2,ser,10000,126,1
0,1,0,0,1,nondet_impl2,ser,10000,123,1
1,0,0,0,1,nondet_impl2,ser,10000,127,1
0,0,0,0,1,nondet_impl2,ser,10000,129,1
1,1,1,1,0,nondet_impl2,ser,10000,131,1
0,1,1,1,0,nondet_impl2,ser,10000,126,1
1,0,1,1,0,nondet_impl2,ser,10000,139,1
0,0,1,1,0,nondet_impl2,ser,10000,136,1
1,1,0,1,0,nondet_impl2,ser,10000,138,1
0,1,0,1,0,nondet_impl2,ser,10000,132,1
1,0,0,1,0,nondet_impl2,ser,10000,130,1
0,0,0,1,0,nondet_impl2,ser,10000,134,1
1,1,1,0,0,nondet_impl2,ser,10000,134,1
0,1,1,0,0,nondet_impl2,ser,10000,132,1
1,0,1,0,0,nondet_impl2,ser,10000,126,1
0,0,1,0,0,nondet_impl2,ser,10000,120,1
1,1,0,0,0,nondet_impl2,ser,10000,123,1
0,1,0,0,0,nondet_impl2,ser,10000,133,1
1,0,0,0,0,nondet_impl2,ser,10000,132,1
0,0,0,0,0,nondet_impl2,ser,10000,126,1
1,1,1,1,1,nondet_impl,ser,10000,131,1
0,1,1,1,1,nondet_impl,ser,10000,135,1
1,0,1,1,1,nondet_impl,ser,10000,128,1
0,0,1,1,1,nondet_impl,ser,10000,122,1
1,1,0,1,1,nondet_impl,ser,10000,133,1
0,1,0,1,1,nondet_impl,ser,10000,128,1
1,0,0,1,1,nondet_impl,ser,10000,125,1
0,0,0,1,1,nondet_impl,ser,10000,127,1
1,1,1,0,1,nondet_impl,ser,10000,143,1
0,1,1,0,1,nondet_impl,ser,10000,134,1
1,0,1,0,1,nondet_impl,ser,10000,138,1
0,0,1,0,1,nondet_impl,ser,10000,128,1
1,1,0,0,1,nondet_impl,ser,10000,136,1
0,1,0,0,1,nondet_impl,ser,10000,134,1
1,0,0,0,1,nondet_impl,ser,10000,139,1
0,0,0,0,1,nondet_impl,ser,10000,146,1
1,1,1,1,0,nondet_impl,ser,10000,134,1
0,1,1,1,0,nondet_impl,ser,10000,130,1
1,0,1,1,0,nondet_impl,ser,10000,128,1
0,0,1,1,0,nondet_impl,ser,10000,123,1
1,1,0,1,0,nondet_impl,ser,10000,134,1
0,1,0,1,0,nondet_impl,ser,10000,127,1
1,0,0,1,0,nondet_impl,ser,10000,129,1
0,0,0,1,0,nondet_impl,ser,10000,125,1
1,1,1,0,0,nondet_impl,ser,10000,140,1
0,1,1,0,0,nondet_impl,ser,10000,142,1
1,0,1,0,0,nondet_impl,ser,10000,139,1
0,0,1,0,0,nondet_impl,ser,10000,130,1
1,1,0,0,0,nondet_impl,ser,10000,145,1
0,1,0,0,0,nondet_impl,ser,10000,139,1
1,0,0,0,0,nondet_impl,ser,10000,143,1
0,0,0,0,0,nondet_impl,ser,10000,135,1
1,1,1,1,1,nondet,ser,10000,123,1
0,1,1,1,1,nondet,ser,10000,124,1
1,0,1,1,1,nondet,ser,10000,122,1
0,0,1,1,1,nondet,ser,10000,120,1
1,1,0,1,1,nondet,ser,10000,121,1
0,1,0,1,1,nondet,ser,10000,122,1
1,0,0,1,1,nondet,ser,10000,118,1
0,0,0,1,1,nondet,ser,10000,123,1
1,1,1,0,1,nondet,ser,10000,125,1
0,1,1,0,1,nondet,ser,10000,117,1
1,0,1,0,1,nondet,ser,10000,122,1
0,0,1,0,1,nondet,ser,10000,119,1
1,1,0,0,1,nondet,ser,10000,118,1
0,1,0,0,1,nondet,ser,10000,119,1
1,0,0,0,1,nondet,ser,10000,118,1
0,0,0,0,1,nondet,ser,10000,119,1
1,1,1,1,0,nondet,ser,10000,116,1
0,1,1,1,0,nondet,ser,10000,122,1
1,0,1,1,0,nondet,ser,10000,120,1
0,0,1,1,0,nondet,ser,10000,121,1
1,1,0,1,0,nondet,ser,10000,120,1
0,1,0,1,0,nondet,ser,10000,120,1
1,0,0,1,0,nondet,ser,10000,126,1
0,0,0,1,0,nondet,ser,10000,123,1
1,1,1,0,0,nondet,ser,10000,121,1
0,1,1,0,0,nondet,ser,10000,119,1
1,0,1,0,0,nondet,ser,10000,120,1
0,0,1,0,0,nondet,ser,10000,117,1
1,1,0,0,0,nondet,ser,10000,120,1
0,1,0,0,0,nondet,ser,10000,120,1
1,0,0,0,0,nondet,ser,10000,129,1
0,0,0,0,0,nondet,ser,10000,128,1
1,1,1,1,1,seq_expr,ser,10000,102,1
0,1,1,1,1,seq_expr,ser,10000,105,1
1,0,1,1,1,seq_expr,ser,10000,103,1
0,0,1,1,1,seq_expr,ser,10000,97,1
1,1,0,1,1,seq_expr,ser,10000,97,1
0,1,0,1,1,seq_expr,ser,10000,94,1
1,0,0,1,1,seq_expr,ser,10000,94,1
0,0,0,1,1,seq_expr,ser,10000,94,1
1,1,1,0,1,seq_expr,ser,10000,95,1
0,1,1,0,1,seq_expr,ser,10000,92,1
1,0,1,0,1,seq_expr,ser,10000,93,1
0,0,1,0,1,seq_expr,ser,10000,89,1
1,1,0,0,1,seq_expr,ser,10000,91,1
0,1,0,0,1,seq_expr,ser,10000,88,1
1,0,0,0,1,seq_expr,ser,10000,91,1
0,0,0,0,1,seq_expr,ser,10000,95,1
1,1,1,1,0,seq_expr,ser,10000,95,1
0,1,1,1,0,seq_expr,ser,10000,88,1
1,0,1,1,0,seq_expr,ser,10000,89,1
0,0,1,1,0,seq_expr,ser,10000,89,1
1,1,0,1,0,seq_expr,ser,10000,99,1
0,1,0,1,0,seq_expr,ser,10000,91,1
1,0,0,1,0,seq_expr,ser,10000,95,1
0,0,0,1,0,seq_expr,ser,10000,117,1
1,1,1,0,0,seq_expr,ser,10000,90,1
0,1,1,0,0,seq_expr,ser,10000,95,1
1,0,1,0,0,seq_expr,ser,10000,97,1
0,0,1,0,0,seq_expr,ser,10000,100,1
1,1,0,0,0,seq_expr,ser,10000,100,1
0,1,0,0,0,seq_expr,ser,10000,93,1
1,0,0,0,0,seq_expr,ser,10000,95,1
0,0,0,0,0,seq_expr,ser,10000,93,1
1,1,1,1,1,simple_assign,ser,10000,91,1
0,1,1,1,1,simple_assign,ser,10000,94,1
1,0,1,1,1,simple_assign,ser,10000,91,1
0,0,1,1,1,simple_assign,ser,10000,94,1
1,1,0,1,1,simple_assign,ser,10000,90,1
0,1,0,1,1,simple_assign,ser,10000,93,1
1,0,0,1,1,simple_assign,ser,10000,92,1
0,0,0,1,1,simple_assign,ser,10000,92,1
1,1,1,0,1,simple_assign,ser,10000,97,1
0,1,1,0,1,simple_assign,ser,10000,100,1
1,0,1,0,1,simple_assign,ser,10000,102,1
0,0,1,0,1,simple_assign,ser,10000,96,1
1,1,0,0,1,simple_assign,ser,10000,92,1
0,1,0,0,1,simple_assign,ser,10000,89,1
1,0,0,0,1,simple_assign,ser,10000,93,1
0,0,0,0,1,simple_assign,ser,10000,90,1
1,1,1,1,0,simple_assign,ser,10000,95,1
0,1,1,1,0,simple_assign,ser,10000,89,1
1,0,1,1,0,simple_assign,ser,10000,91,1
0,0,1,1,0,simple_assign,ser,10000,97,1
1,1,0,1,0,simple_assign,ser,10000,98,1
0,1,0,1,0,simple_assign,ser,10000,95,1
1,0,0,1,0,simple_assign,ser,10000,91,1
0,0,0,1,0,simple_assign,ser,10000,89,1
1,1,1,0,0,simple_assign,ser,10000,91,1
0,1,1,0,0,simple_assign,ser,10000,92,1
1,0,1,0,0,simple_assign,ser,10000,91,1
0,0,1,0,0,simple_assign,ser,10000,91,1
1,1,0,0,0,simple_assign,ser,10000,93,1
0,1,0,0,0,simple_assign,ser,10000,91,1
1,0,0,0,0,simple_assign,ser,10000,94,1
0,0,0,0,0,simple_assign,ser,10000,94,1
1,1,1,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,1,1,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,92,1
1,0,1,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,92,1
0,0,1,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,98,1
1,1,0,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,1,0,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,103,1
1,0,0,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,0,0,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,1,1,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,90,1
0,1,1,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,0,1,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,0,1,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,91,1
1,1,0,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
0,1,0,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,0,0,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,0,0,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
1,1,1,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
0,1,1,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
1,0,1,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,91,1
0,0,1,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
1,1,0,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,98,1
0,1,0,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,101,1
1,0,0,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,0,0,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,92,1
1,1,1,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,1,1,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,97,1
1,0,1,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,91,1
0,0,1,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
1,1,0,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
0,1,0,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,92,1
1,0,0,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,0,0,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,1,1,1,1,simple_nonser2,ser,10000,112,1
0,1,1,1,1,simple_nonser2,ser,10000,120,1
1,0,1,1,1,simple_nonser2,ser,10000,114,1
0,0,1,1,1,simple_nonser2,ser,10000,113,1
1,1,0,1,1,simple_nonser2,ser,10000,110,1
0,1,0,1,1,simple_nonser2,ser,10000,117,1
1,0,0,1,1,simple_nonser2,ser,10000,114,1
0,0,0,1,1,simple_nonser2,ser,10000,110,1
1,1,1,0,1,simple_nonser2,ser,10000,116,1
0,1,1,0,1,simple_nonser2,ser,10000,117,1
1,0,1,0,1,simple_nonser2,ser,10000,116,1
0,0,1,0,1,simple_nonser2,ser,10000,112,1
1,1,0,0,1,simple_nonser2,ser,10000,117,1
0,1,0,0,1,simple_nonser2,ser,10000,111,1
1,0,0,0,1,simple_nonser2,ser,10000,112,1
0,0,0,0,1,simple_nonser2,ser,10000,111,1
1,1,1,1,0,simple_nonser2,ser,10000,112,1
0,1,1,1,0,simple_nonser2,ser,10000,107,1
1,0,1,1,0,simple_nonser2,ser,10000,110,1
0,0,1,1,0,simple_nonser2,ser,10000,114,1
1,1,0,1,0,simple_nonser2,ser,10000,111,1
0,1,0,1,0,simple_nonser2,ser,10000,111,1
1,0,0,1,0,simple_nonser2,ser,10000,112,1
0,0,0,1,0,simple_nonser2,ser,10000,109,1
1,1,1,0,0,simple_nonser2,ser,10000,111,1
0,1,1,0,0,simple_nonser2,ser,10000,109,1
1,0,1,0,0,simple_nonser2,ser,10000,111,1
0,0,1,0,0,simple_nonser2,ser,10000,122,1
1,1,0,0,0,simple_nonser2,ser,10000,114,1
0,1,0,0,0,simple_nonser2,ser,10000,112,1
1,0,0,0,0,simple_nonser2,ser,10000,132,1
0,0,0,0,0,simple_nonser2,ser,10000,120,1
1,1,1,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,109,1
0,1,1,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,0,1,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,113,1
0,0,1,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,110,1
1,1,0,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,1,0,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,111,1
1,0,0,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,111,1
0,0,0,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,114,1
1,1,1,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,113,1
0,1,1,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,0,1,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,118,1
0,0,1,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,113,1
1,1,0,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,114,1
0,1,0,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,117,1
1,0,0,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,114,1
0,0,0,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,110,1
1,1,1,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,110,1
0,1,1,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,0,1,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,0,1,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,116,1
1,1,0,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,117,1
0,1,0,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,119,1
1,0,0,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,0,0,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,1,1,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,1,1,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
1,0,1,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,0,1,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,120,1
1,1,0,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,122,1
0,1,0,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,116,1
1,0,0,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,109,1
