bidirectional ON,remove-redundant-parts ON,remove-redundant-sets ON,generate-less ON,smart-kleene-order ON,benchmark,file_type,timeout_ms,time_ms,terminated
1,1,0,0,0,fred_arith_simplified_until_2,ser,10000,3778.0,1
0,1,0,0,0,fred_arith_simplified_until_2,ser,10000,10004.0,0
1,0,0,0,0,fred_arith_simplified_until_2,ser,10000,3825.0,1
0,0,0,0,0,fred_arith_simplified_until_2,ser,10000,10003.0,0
1,1,1,1,1,fred_arith_tricky2,ser,10000,934.0,1
0,1,1,1,1,fred_arith_tricky2,ser,10000,1580.0,1
1,0,1,1,1,fred_arith_tricky2,ser,10000,1025.0,1
0,0,1,1,1,fred_arith_tricky2,ser,10000,1410.0,1
1,1,0,1,1,fred_arith_tricky2,ser,10000,1079.0,1
0,1,0,1,1,fred_arith_tricky2,ser,10000,1823.0,1
1,0,0,1,1,fred_arith_tricky2,ser,10000,932.0,1
0,0,0,1,1,fred_arith_tricky2,ser,10000,1615.0,1
1,1,1,0,1,fred_arith_tricky2,ser,10000,929.0,1
0,1,1,0,1,fred_arith_tricky2,ser,10000,1690.0,1
1,0,1,0,1,fred_arith_tricky2,ser,10000,912.0,1
0,0,1,0,1,fred_arith_tricky2,ser,10000,1666.0,1
1,1,0,0,1,fred_arith_tricky2,ser,10000,884.0,1
0,1,0,0,1,fred_arith_tricky2,ser,10000,1511.0,1
1,0,0,0,1,fred_arith_tricky2,ser,10000,926.0,1
0,0,0,0,1,fred_arith_tricky2,ser,10000,1755.0,1
1,1,1,1,0,fred_arith_tricky2,ser,10000,854.0,1
0,1,1,1,0,fred_arith_tricky2,ser,10000,1661.0,1
1,0,1,1,0,fred_arith_tricky2,ser,10000,963.0,1
0,0,1,1,0,fred_arith_tricky2,ser,10000,1694.0,1
1,1,0,1,0,fred_arith_tricky2,ser,10000,970.0,1
0,1,0,1,0,fred_arith_tricky2,ser,10000,1762.0,1
1,0,0,1,0,fred_arith_tricky2,ser,10000,962.0,1
0,0,0,1,0,fred_arith_tricky2,ser,10000,1522.0,1
1,1,1,0,0,fred_arith_tricky2,ser,10000,941.0,1
0,1,1,0,0,fred_arith_tricky2,ser,10000,1877.0,1
1,0,1,0,0,fred_arith_tricky2,ser,10000,860.0,1
0,0,1,0,0,fred_arith_tricky2,ser,10000,1906.0,1
1,1,0,0,0,fred_arith_tricky2,ser,10000,898.0,1
0,1,0,0,0,fred_arith_tricky2,ser,10000,1755.0,1
1,0,0,0,0,fred_arith_tricky2,ser,10000,984.0,1
0,0,0,0,0,fred_arith_tricky2,ser,10000,1753.0,1
1,1,1,1,1,fred_arith_tricky3,ser,10000,1001.0,1
0,1,1,1,1,fred_arith_tricky3,ser,10000,2723.0,1
1,0,1,1,1,fred_arith_tricky3,ser,10000,974.0,1
0,0,1,1,1,fred_arith_tricky3,ser,10000,2332.0,1
1,1,0,1,1,fred_arith_tricky3,ser,10000,1167.0,1
0,1,0,1,1,fred_arith_tricky3,ser,10000,3035.0,1
1,0,0,1,1,fred_arith_tricky3,ser,10000,990.0,1
0,0,0,1,1,fred_arith_tricky3,ser,10000,2216.0,1
1,1,1,0,1,fred_arith_tricky3,ser,10000,948.0,1
0,1,1,0,1,fred_arith_tricky3,ser,10000,2602.0,1
1,0,1,0,1,fred_arith_tricky3,ser,10000,1001.0,1
0,0,1,0,1,fred_arith_tricky3,ser,10000,2528.0,1
1,1,0,0,1,fred_arith_tricky3,ser,10000,1202.0,1
0,1,0,0,1,fred_arith_tricky3,ser,10000,3090.0,1
1,0,0,0,1,fred_arith_tricky3,ser,10000,1107.0,1
0,0,0,0,1,fred_arith_tricky3,ser,10000,2473.0,1
1,1,1,1,0,fred_arith_tricky3,ser,10000,930.0,1
0,1,1,1,0,fred_arith_tricky3,ser,10000,2441.0,1
1,0,1,1,0,fred_arith_tricky3,ser,10000,976.0,1
0,0,1,1,0,fred_arith_tricky3,ser,10000,2588.0,1
1,1,0,1,0,fred_arith_tricky3,ser,10000,1083.0,1
0,1,0,1,0,fred_arith_tricky3,ser,10000,2602.0,1
1,0,0,1,0,fred_arith_tricky3,ser,10000,1032.0,1
0,0,0,1,0,fred_arith_tricky3,ser,10000,2332.0,1
1,1,1,0,0,fred_arith_tricky3,ser,10000,1018.0,1
0,1,1,0,0,fred_arith_tricky3,ser,10000,2379.0,1
1,0,1,0,0,fred_arith_tricky3,ser,10000,1040.0,1
0,0,1,0,0,fred_arith_tricky3,ser,10000,2465.0,1
1,1,0,0,0,fred_arith_tricky3,ser,10000,1072.0,1
0,1,0,0,0,fred_arith_tricky3,ser,10000,2547.0,1
1,0,0,0,0,fred_arith_tricky3,ser,10000,971.0,1
0,0,0,0,0,fred_arith_tricky3,ser,10000,2392.0,1
1,1,1,1,1,fred_arith_tricky,ser,10000,10004.0,0
0,1,1,1,1,fred_arith_tricky,ser,10000,10003.0,0
1,0,1,1,1,fred_arith_tricky,ser,10000,10004.0,0
0,0,1,1,1,fred_arith_tricky,ser,10000,10005.0,0
1,1,0,1,1,fred_arith_tricky,ser,10000,10003.0,0
0,1,0,1,1,fred_arith_tricky,ser,10000,10014.0,0
1,0,0,1,1,fred_arith_tricky,ser,10000,10004.0,0
0,0,0,1,1,fred_arith_tricky,ser,10000,10004.0,0
1,1,1,0,1,fred_arith_tricky,ser,10000,10004.0,0
0,1,1,0,1,fred_arith_tricky,ser,10000,10006.0,0
1,0,1,0,1,fred_arith_tricky,ser,10000,10003.0,0
0,0,1,0,1,fred_arith_tricky,ser,10000,10004.0,0
1,1,0,0,1,fred_arith_tricky,ser,10000,10004.0,0
0,1,0,0,1,fred_arith_tricky,ser,10000,10004.0,0
1,0,0,0,1,fred_arith_tricky,ser,10000,10005.0,0
0,0,0,0,1,fred_arith_tricky,ser,10000,10004.0,0
1,1,1,1,0,fred_arith_tricky,ser,10000,10004.0,0
0,1,1,1,0,fred_arith_tricky,ser,10000,10004.0,0
1,0,1,1,0,fred_arith_tricky,ser,10000,10004.0,0
0,0,1,1,0,fred_arith_tricky,ser,10000,10009.0,0
1,1,0,1,0,fred_arith_tricky,ser,10000,10006.0,0
0,1,0,1,0,fred_arith_tricky,ser,10000,10005.0,0
1,0,0,1,0,fred_arith_tricky,ser,10000,10003.0,0
0,0,0,1,0,fred_arith_tricky,ser,10000,10005.0,0
1,1,1,0,0,fred_arith_tricky,ser,10000,10009.0,0
0,1,1,0,0,fred_arith_tricky,ser,10000,10005.0,0
1,0,1,0,0,fred_arith_tricky,ser,10000,10005.0,0
0,0,1,0,0,fred_arith_tricky,ser,10000,10004.0,0
1,1,0,0,0,fred_arith_tricky,ser,10000,10005.0,0
0,1,0,0,0,fred_arith_tricky,ser,10000,10013.0,0
1,0,0,0,0,fred_arith_tricky,ser,10000,10005.0,0
0,0,0,0,0,fred_arith_tricky,ser,10000,10017.0,0
1,1,1,1,1,fred,ser,10000,9782.0,1
0,1,1,1,1,fred,ser,10000,10004.0,0
1,0,1,1,1,fred,ser,10000,9191.0,1
0,0,1,1,1,fred,ser,10000,10004.0,0
1,1,0,1,1,fred,ser,10000,10005.0,0
0,1,0,1,1,fred,ser,10000,10004.0,0
1,0,0,1,1,fred,ser,10000,9352.0,1
0,0,0,1,1,fred,ser,10000,10004.0,0
1,1,1,0,1,fred,ser,10000,10004.0,0
0,1,1,0,1,fred,ser,10000,10004.0,0
1,0,1,0,1,fred,ser,10000,10006.0,0
0,0,1,0,1,fred,ser,10000,10004.0,0
1,1,0,0,1,fred,ser,10000,10005.0,0
0,1,0,0,1,fred,ser,10000,10005.0,0
1,0,0,0,1,fred,ser,10000,10005.0,0
0,0,0,0,1,fred,ser,10000,10006.0,0
1,1,1,1,0,fred,ser,10000,8458.0,1
0,1,1,1,0,fred,ser,10000,10004.0,0
1,0,1,1,0,fred,ser,10000,8605.0,1
0,0,1,1,0,fred,ser,10000,10005.0,0
1,1,0,1,0,fred,ser,10000,7394.0,1
0,1,0,1,0,fred,ser,10000,10003.0,0
1,0,0,1,0,fred,ser,10000,10004.0,0
0,0,0,1,0,fred,ser,10000,10004.0,0
1,1,1,0,0,fred,ser,10000,9721.0,1
0,1,1,0,0,fred,ser,10000,105.0,1
1,0,1,0,0,fred,ser,10000,10422.0,0
0,0,1,0,0,fred,ser,10000,10678.0,0
1,1,0,0,0,fred,ser,10000,10722.0,0
0,1,0,0,0,fred,ser,10000,114.0,1
1,0,0,0,0,fred,ser,10000,8268.0,1
0,0,0,0,0,fred,ser,10000,142.0,1
1,1,1,1,1,funny,ser,10000,583.0,1
0,1,1,1,1,funny,ser,10000,589.0,1
1,0,1,1,1,funny,ser,10000,723.0,1
0,0,1,1,1,funny,ser,10000,735.0,1
1,1,0,1,1,funny,ser,10000,620.0,1
0,1,0,1,1,funny,ser,10000,667.0,1
1,0,0,1,1,funny,ser,10000,639.0,1
0,0,0,1,1,funny,ser,10000,712.0,1
1,1,1,0,1,funny,ser,10000,631.0,1
0,1,1,0,1,funny,ser,10000,680.0,1
1,0,1,0,1,funny,ser,10000,723.0,1
0,0,1,0,1,funny,ser,10000,699.0,1
1,1,0,0,1,funny,ser,10000,749.0,1
0,1,0,0,1,funny,ser,10000,688.0,1
1,0,0,0,1,funny,ser,10000,723.0,1
0,0,0,0,1,funny,ser,10000,686.0,1
1,1,1,1,0,funny,ser,10000,689.0,1
0,1,1,1,0,funny,ser,10000,650.0,1
1,0,1,1,0,funny,ser,10000,625.0,1
0,0,1,1,0,funny,ser,10000,633.0,1
1,1,0,1,0,funny,ser,10000,651.0,1
0,1,0,1,0,funny,ser,10000,640.0,1
1,0,0,1,0,funny,ser,10000,609.0,1
0,0,0,1,0,funny,ser,10000,657.0,1
1,1,1,0,0,funny,ser,10000,710.0,1
0,1,1,0,0,funny,ser,10000,640.0,1
1,0,1,0,0,funny,ser,10000,684.0,1
0,0,1,0,0,funny,ser,10000,691.0,1
1,1,0,0,0,funny,ser,10000,690.0,1
0,1,0,0,0,funny,ser,10000,676.0,1
1,0,0,0,0,funny,ser,10000,600.0,1
0,0,0,0,0,funny,ser,10000,631.0,1
1,1,1,1,1,globals,ser,10000,539.0,1
0,1,1,1,1,globals,ser,10000,571.0,1
1,0,1,1,1,globals,ser,10000,543.0,1
0,0,1,1,1,globals,ser,10000,600.0,1
1,1,0,1,1,globals,ser,10000,539.0,1
0,1,0,1,1,globals,ser,10000,542.0,1
1,0,0,1,1,globals,ser,10000,551.0,1
0,0,0,1,1,globals,ser,10000,587.0,1
1,1,1,0,1,globals,ser,10000,542.0,1
0,1,1,0,1,globals,ser,10000,535.0,1
1,0,1,0,1,globals,ser,10000,567.0,1
0,0,1,0,1,globals,ser,10000,536.0,1
1,1,0,0,1,globals,ser,10000,573.0,1
0,1,0,0,1,globals,ser,10000,566.0,1
1,0,0,0,1,globals,ser,10000,561.0,1
0,0,0,0,1,globals,ser,10000,530.0,1
1,1,1,1,0,globals,ser,10000,566.0,1
0,1,1,1,0,globals,ser,10000,561.0,1
1,0,1,1,0,globals,ser,10000,588.0,1
0,0,1,1,0,globals,ser,10000,592.0,1
1,1,0,1,0,globals,ser,10000,578.0,1
0,1,0,1,0,globals,ser,10000,567.0,1
1,0,0,1,0,globals,ser,10000,565.0,1
0,0,0,1,0,globals,ser,10000,559.0,1
1,1,1,0,0,globals,ser,10000,567.0,1
0,1,1,0,0,globals,ser,10000,535.0,1
1,0,1,0,0,globals,ser,10000,552.0,1
0,0,1,0,0,globals,ser,10000,564.0,1
1,1,0,0,0,globals,ser,10000,540.0,1
0,1,0,0,0,globals,ser,10000,552.0,1
1,0,0,0,0,globals,ser,10000,685.0,1
0,0,0,0,0,globals,ser,10000,648.0,1
1,1,1,1,1,if_expr,ser,10000,122.0,1
0,1,1,1,1,if_expr,ser,10000,120.0,1
1,0,1,1,1,if_expr,ser,10000,116.0,1
0,0,1,1,1,if_expr,ser,10000,122.0,1
1,1,0,1,1,if_expr,ser,10000,123.0,1
0,1,0,1,1,if_expr,ser,10000,123.0,1
1,0,0,1,1,if_expr,ser,10000,132.0,1
0,0,0,1,1,if_expr,ser,10000,127.0,1
1,1,1,0,1,if_expr,ser,10000,116.0,1
0,1,1,0,1,if_expr,ser,10000,116.0,1
1,0,1,0,1,if_expr,ser,10000,113.0,1
0,0,1,0,1,if_expr,ser,10000,118.0,1
1,1,0,0,1,if_expr,ser,10000,119.0,1
0,1,0,0,1,if_expr,ser,10000,122.0,1
1,0,0,0,1,if_expr,ser,10000,115.0,1
0,0,0,0,1,if_expr,ser,10000,118.0,1
1,1,1,1,0,if_expr,ser,10000,111.0,1
0,1,1,1,0,if_expr,ser,10000,118.0,1
1,0,1,1,0,if_expr,ser,10000,114.0,1
0,0,1,1,0,if_expr,ser,10000,118.0,1
1,1,0,1,0,if_expr,ser,10000,115.0,1
0,1,0,1,0,if_expr,ser,10000,120.0,1
1,0,0,1,0,if_expr,ser,10000,129.0,1
0,0,0,1,0,if_expr,ser,10000,114.0,1
1,1,1,0,0,if_expr,ser,10000,120.0,1
0,1,1,0,0,if_expr,ser,10000,121.0,1
1,0,1,0,0,if_expr,ser,10000,118.0,1
0,0,1,0,0,if_expr,ser,10000,120.0,1
1,1,0,0,0,if_expr,ser,10000,116.0,1
0,1,0,0,0,if_expr,ser,10000,115.0,1
1,0,0,0,0,if_expr,ser,10000,120.0,1
0,0,0,0,0,if_expr,ser,10000,106.0,1
1,1,1,1,1,if_while,ser,10000,111.0,1
0,1,1,1,1,if_while,ser,10000,115.0,1
1,0,1,1,1,if_while,ser,10000,101.0,1
0,0,1,1,1,if_while,ser,10000,100.0,1
1,1,0,1,1,if_while,ser,10000,113.0,1
0,1,0,1,1,if_while,ser,10000,106.0,1
1,0,0,1,1,if_while,ser,10000,102.0,1
0,0,0,1,1,if_while,ser,10000,103.0,1
1,1,1,0,1,if_while,ser,10000,101.0,1
0,1,1,0,1,if_while,ser,10000,102.0,1
1,0,1,0,1,if_while,ser,10000,108.0,1
0,0,1,0,1,if_while,ser,10000,106.0,1
1,1,0,0,1,if_while,ser,10000,106.0,1
0,1,0,0,1,if_while,ser,10000,108.0,1
1,0,0,0,1,if_while,ser,10000,105.0,1
0,0,0,0,1,if_while,ser,10000,113.0,1
1,1,1,1,0,if_while,ser,10000,101.0,1
0,1,1,1,0,if_while,ser,10000,100.0,1
1,0,1,1,0,if_while,ser,10000,106.0,1
0,0,1,1,0,if_while,ser,10000,104.0,1
1,1,0,1,0,if_while,ser,10000,110.0,1
0,1,0,1,0,if_while,ser,10000,103.0,1
1,0,0,1,0,if_while,ser,10000,103.0,1
0,0,0,1,0,if_while,ser,10000,103.0,1
1,1,1,0,0,if_while,ser,10000,104.0,1
0,1,1,0,0,if_while,ser,10000,116.0,1
1,0,1,0,0,if_while,ser,10000,99.0,1
0,0,1,0,0,if_while,ser,10000,108.0,1
1,1,0,0,0,if_while,ser,10000,111.0,1
0,1,0,0,0,if_while,ser,10000,114.0,1
1,0,0,0,0,if_while,ser,10000,111.0,1
0,0,0,0,0,if_while,ser,10000,111.0,1
1,1,1,1,1,incrdecr,ser,10000,4272.0,1
0,1,1,1,1,incrdecr,ser,10000,10003.0,0
1,0,1,1,1,incrdecr,ser,10000,5163.0,1
0,0,1,1,1,incrdecr,ser,10000,10004.0,0
1,1,0,1,1,incrdecr,ser,10000,5176.0,1
0,1,0,1,1,incrdecr,ser,10000,10004.0,0
1,0,0,1,1,incrdecr,ser,10000,4640.0,1
0,0,0,1,1,incrdecr,ser,10000,10004.0,0
1,1,1,0,1,incrdecr,ser,10000,4662.0,1
0,1,1,0,1,incrdecr,ser,10000,10005.0,0
1,0,1,0,1,incrdecr,ser,10000,4916.0,1
0,0,1,0,1,incrdecr,ser,10000,10004.0,0
1,1,0,0,1,incrdecr,ser,10000,5019.0,1
0,1,0,0,1,incrdecr,ser,10000,10005.0,0
1,0,0,0,1,incrdecr,ser,10000,5142.0,1
0,0,0,0,1,incrdecr,ser,10000,10004.0,0
1,1,1,1,0,incrdecr,ser,10000,3830.0,1
0,1,1,1,0,incrdecr,ser,10000,10004.0,0
1,0,1,1,0,incrdecr,ser,10000,5023.0,1
0,0,1,1,0,incrdecr,ser,10000,10003.0,0
1,1,0,1,0,incrdecr,ser,10000,4243.0,1
0,1,0,1,0,incrdecr,ser,10000,10004.0,0
1,0,0,1,0,incrdecr,ser,10000,5265.0,1
0,0,0,1,0,incrdecr,ser,10000,10004.0,0
1,1,1,0,0,incrdecr,ser,10000,5203.0,1
0,1,1,0,0,incrdecr,ser,10000,10004.0,0
1,0,1,0,0,incrdecr,ser,10000,4943.0,1
0,0,1,0,0,incrdecr,ser,10000,10004.0,0
1,1,0,0,0,incrdecr,ser,10000,5053.0,1
0,1,0,0,0,incrdecr,ser,10000,10005.0,0
1,0,0,0,0,incrdecr,ser,10000,4445.0,1
0,0,0,0,0,incrdecr,ser,10000,10003.0,0
1,1,1,1,1,less_simple_ser,ser,10000,2591.0,1
0,1,1,1,1,less_simple_ser,ser,10000,3003.0,1
1,0,1,1,1,less_simple_ser,ser,10000,2260.0,1
0,0,1,1,1,less_simple_ser,ser,10000,2758.0,1
1,1,0,1,1,less_simple_ser,ser,10000,4159.0,1
0,1,0,1,1,less_simple_ser,ser,10000,4852.0,1
1,0,0,1,1,less_simple_ser,ser,10000,6577.0,1
0,0,0,1,1,less_simple_ser,ser,10000,5295.0,1
1,1,1,0,1,less_simple_ser,ser,10000,132.0,1
0,1,1,0,1,less_simple_ser,ser,10000,127.0,1
1,0,1,0,1,less_simple_ser,ser,10000,10324.0,0
0,0,1,0,1,less_simple_ser,ser,10000,127.0,1
1,1,0,0,1,less_simple_ser,ser,10000,553.0,1
0,1,0,0,1,less_simple_ser,ser,10000,10292.0,0
1,0,0,0,1,less_simple_ser,ser,10000,10331.0,0
0,0,0,0,1,less_simple_ser,ser,10000,10334.0,0
1,1,1,1,0,less_simple_ser,ser,10000,2638.0,1
0,1,1,1,0,less_simple_ser,ser,10000,3178.0,1
1,0,1,1,0,less_simple_ser,ser,10000,2525.0,1
0,0,1,1,0,less_simple_ser,ser,10000,2832.0,1
1,1,0,1,0,less_simple_ser,ser,10000,3199.0,1
0,1,0,1,0,less_simple_ser,ser,10000,5696.0,1
1,0,0,1,0,less_simple_ser,ser,10000,5736.0,1
0,0,0,1,0,less_simple_ser,ser,10000,3603.0,1
1,1,1,0,0,less_simple_ser,ser,10000,10019.0,0
0,1,1,0,0,less_simple_ser,ser,10000,10268.0,0
1,0,1,0,0,less_simple_ser,ser,10000,10418.0,0
0,0,1,0,0,less_simple_ser,ser,10000,119.0,1
1,1,0,0,0,less_simple_ser,ser,10000,10323.0,0
0,1,0,0,0,less_simple_ser,ser,10000,111.0,1
1,0,0,0,0,less_simple_ser,ser,10000,110.0,1
0,0,0,0,0,less_simple_ser,ser,10000,115.0,1
1,1,1,1,1,mixed_expr,ser,10000,128.0,1
0,1,1,1,1,mixed_expr,ser,10000,101.0,1
1,0,1,1,1,mixed_expr,ser,10000,99.0,1
0,0,1,1,1,mixed_expr,ser,10000,103.0,1
1,1,0,1,1,mixed_expr,ser,10000,106.0,1
0,1,0,1,1,mixed_expr,ser,10000,106.0,1
1,0,0,1,1,mixed_expr,ser,10000,115.0,1
0,0,0,1,1,mixed_expr,ser,10000,104.0,1
1,1,1,0,1,mixed_expr,ser,10000,101.0,1
0,1,1,0,1,mixed_expr,ser,10000,106.0,1
1,0,1,0,1,mixed_expr,ser,10000,107.0,1
0,0,1,0,1,mixed_expr,ser,10000,102.0,1
1,1,0,0,1,mixed_expr,ser,10000,102.0,1
0,1,0,0,1,mixed_expr,ser,10000,103.0,1
1,0,0,0,1,mixed_expr,ser,10000,102.0,1
0,0,0,0,1,mixed_expr,ser,10000,104.0,1
1,1,1,1,0,mixed_expr,ser,10000,97.0,1
0,1,1,1,0,mixed_expr,ser,10000,105.0,1
1,0,1,1,0,mixed_expr,ser,10000,101.0,1
0,0,1,1,0,mixed_expr,ser,10000,105.0,1
1,1,0,1,0,mixed_expr,ser,10000,112.0,1
0,1,0,1,0,mixed_expr,ser,10000,99.0,1
1,0,0,1,0,mixed_expr,ser,10000,101.0,1
0,0,0,1,0,mixed_expr,ser,10000,111.0,1
1,1,1,0,0,mixed_expr,ser,10000,104.0,1
0,1,1,0,0,mixed_expr,ser,10000,101.0,1
1,0,1,0,0,mixed_expr,ser,10000,100.0,1
0,0,1,0,0,mixed_expr,ser,10000,102.0,1
1,1,0,0,0,mixed_expr,ser,10000,102.0,1
0,1,0,0,0,mixed_expr,ser,10000,101.0,1
1,0,0,0,0,mixed_expr,ser,10000,105.0,1
0,0,0,0,0,mixed_expr,ser,10000,101.0,1
1,1,1,1,1,modulo_nonser,ser,10000,1891.0,1
0,1,1,1,1,modulo_nonser,ser,10000,10004.0,0
1,0,1,1,1,modulo_nonser,ser,10000,10004.0,0
0,0,1,1,1,modulo_nonser,ser,10000,1533.0,1
1,1,0,1,1,modulo_nonser,ser,10000,1520.0,1
0,1,0,1,1,modulo_nonser,ser,10000,1513.0,1
1,0,0,1,1,modulo_nonser,ser,10000,1308.0,1
0,0,0,1,1,modulo_nonser,ser,10000,2697.0,1
1,1,1,0,1,modulo_nonser,ser,10000,10032.0,0
0,1,1,0,1,modulo_nonser,ser,10000,10039.0,0
1,0,1,0,1,modulo_nonser,ser,10000,10035.0,0
0,0,1,0,1,modulo_nonser,ser,10000,10031.0,0
1,1,0,0,1,modulo_nonser,ser,10000,10032.0,0
0,1,0,0,1,modulo_nonser,ser,10000,10030.0,0
1,0,0,0,1,modulo_nonser,ser,10000,10035.0,0
0,0,0,0,1,modulo_nonser,ser,10000,10023.0,0
1,1,1,1,0,modulo_nonser,ser,10000,10004.0,0
0,1,1,1,0,modulo_nonser,ser,10000,1352.0,1
1,0,1,1,0,modulo_nonser,ser,10000,730.0,1
0,0,1,1,0,modulo_nonser,ser,10000,2141.0,1
1,1,0,1,0,modulo_nonser,ser,10000,887.0,1
0,1,0,1,0,modulo_nonser,ser,10000,1334.0,1
1,0,0,1,0,modulo_nonser,ser,10000,3263.0,1
0,0,0,1,0,modulo_nonser,ser,10000,1459.0,1
1,1,1,0,0,modulo_nonser,ser,10000,10033.0,0
0,1,1,0,0,modulo_nonser,ser,10000,10031.0,0
1,0,1,0,0,modulo_nonser,ser,10000,10040.0,0
0,0,1,0,0,modulo_nonser,ser,10000,10034.0,0
1,1,0,0,0,modulo_nonser,ser,10000,10036.0,0
0,1,0,0,0,modulo_nonser,ser,10000,10038.0,0
1,0,0,0,0,modulo_nonser,ser,10000,10031.0,0
0,0,0,0,0,modulo_nonser,ser,10000,10038.0,0
1,1,1,1,1,multiple_requests,ser,10000,634.0,1
0,1,1,1,1,multiple_requests,ser,10000,660.0,1
1,0,1,1,1,multiple_requests,ser,10000,653.0,1
0,0,1,1,1,multiple_requests,ser,10000,677.0,1
1,1,0,1,1,multiple_requests,ser,10000,666.0,1
0,1,0,1,1,multiple_requests,ser,10000,674.0,1
1,0,0,1,1,multiple_requests,ser,10000,636.0,1
0,0,0,1,1,multiple_requests,ser,10000,652.0,1
1,1,1,0,1,multiple_requests,ser,10000,635.0,1
0,1,1,0,1,multiple_requests,ser,10000,646.0,1
1,0,1,0,1,multiple_requests,ser,10000,664.0,1
0,0,1,0,1,multiple_requests,ser,10000,728.0,1
1,1,0,0,1,multiple_requests,ser,10000,734.0,1
0,1,0,0,1,multiple_requests,ser,10000,735.0,1
1,0,0,0,1,multiple_requests,ser,10000,778.0,1
0,0,0,0,1,multiple_requests,ser,10000,735.0,1
1,1,1,1,0,multiple_requests,ser,10000,681.0,1
0,1,1,1,0,multiple_requests,ser,10000,711.0,1
1,0,1,1,0,multiple_requests,ser,10000,740.0,1
0,0,1,1,0,multiple_requests,ser,10000,743.0,1
1,1,0,1,0,multiple_requests,ser,10000,730.0,1
0,1,0,1,0,multiple_requests,ser,10000,775.0,1
1,0,0,1,0,multiple_requests,ser,10000,732.0,1
0,0,0,1,0,multiple_requests,ser,10000,754.0,1
1,1,1,0,0,multiple_requests,ser,10000,720.0,1
0,1,1,0,0,multiple_requests,ser,10000,724.0,1
1,0,1,0,0,multiple_requests,ser,10000,758.0,1
0,0,1,0,0,multiple_requests,ser,10000,740.0,1
1,1,0,0,0,multiple_requests,ser,10000,729.0,1
0,1,0,0,0,multiple_requests,ser,10000,753.0,1
1,0,0,0,0,multiple_requests,ser,10000,745.0,1
0,0,0,0,0,multiple_requests,ser,10000,740.0,1
1,1,1,1,1,multiple_vars,ser,10000,108.0,1
0,1,1,1,1,multiple_vars,ser,10000,99.0,1
1,0,1,1,1,multiple_vars,ser,10000,113.0,1
0,0,1,1,1,multiple_vars,ser,10000,107.0,1
1,1,0,1,1,multiple_vars,ser,10000,108.0,1
0,1,0,1,1,multiple_vars,ser,10000,107.0,1
1,0,0,1,1,multiple_vars,ser,10000,103.0,1
0,0,0,1,1,multiple_vars,ser,10000,110.0,1
1,1,1,0,1,multiple_vars,ser,10000,111.0,1
0,1,1,0,1,multiple_vars,ser,10000,105.0,1
1,0,1,0,1,multiple_vars,ser,10000,103.0,1
0,0,1,0,1,multiple_vars,ser,10000,108.0,1
1,1,0,0,1,multiple_vars,ser,10000,106.0,1
0,1,0,0,1,multiple_vars,ser,10000,106.0,1
1,0,0,0,1,multiple_vars,ser,10000,104.0,1
0,0,0,0,1,multiple_vars,ser,10000,124.0,1
1,1,1,1,0,multiple_vars,ser,10000,123.0,1
0,1,1,1,0,multiple_vars,ser,10000,112.0,1
1,0,1,1,0,multiple_vars,ser,10000,103.0,1
0,0,1,1,0,multiple_vars,ser,10000,101.0,1
1,1,0,1,0,multiple_vars,ser,10000,105.0,1
0,1,0,1,0,multiple_vars,ser,10000,100.0,1
1,0,0,1,0,multiple_vars,ser,10000,106.0,1
0,0,0,1,0,multiple_vars,ser,10000,105.0,1
1,1,1,0,0,multiple_vars,ser,10000,97.0,1
0,1,1,0,0,multiple_vars,ser,10000,95.0,1
1,0,1,0,0,multiple_vars,ser,10000,102.0,1
0,0,1,0,0,multiple_vars,ser,10000,100.0,1
1,1,0,0,0,multiple_vars,ser,10000,100.0,1
0,1,0,0,0,multiple_vars,ser,10000,99.0,1
1,0,0,0,0,multiple_vars,ser,10000,100.0,1
0,0,0,0,0,multiple_vars,ser,10000,98.0,1
1,1,1,1,1,nested_while,ser,10000,103.0,1
0,1,1,1,1,nested_while,ser,10000,112.0,1
1,0,1,1,1,nested_while,ser,10000,104.0,1
0,0,1,1,1,nested_while,ser,10000,108.0,1
1,1,0,1,1,nested_while,ser,10000,104.0,1
0,1,0,1,1,nested_while,ser,10000,109.0,1
1,0,0,1,1,nested_while,ser,10000,102.0,1
0,0,0,1,1,nested_while,ser,10000,103.0,1
1,1,1,0,1,nested_while,ser,10000,105.0,1
0,1,1,0,1,nested_while,ser,10000,98.0,1
1,0,1,0,1,nested_while,ser,10000,107.0,1
0,0,1,0,1,nested_while,ser,10000,102.0,1
1,1,0,0,1,nested_while,ser,10000,105.0,1
0,1,0,0,1,nested_while,ser,10000,105.0,1
1,0,0,0,1,nested_while,ser,10000,113.0,1
0,0,0,0,1,nested_while,ser,10000,108.0,1
1,1,1,1,0,nested_while,ser,10000,107.0,1
0,1,1,1,0,nested_while,ser,10000,104.0,1
1,0,1,1,0,nested_while,ser,10000,108.0,1
0,0,1,1,0,nested_while,ser,10000,102.0,1
1,1,0,1,0,nested_while,ser,10000,104.0,1
0,1,0,1,0,nested_while,ser,10000,103.0,1
1,0,0,1,0,nested_while,ser,10000,105.0,1
0,0,0,1,0,nested_while,ser,10000,108.0,1
1,1,1,0,0,nested_while,ser,10000,102.0,1
0,1,1,0,0,nested_while,ser,10000,101.0,1
1,0,1,0,0,nested_while,ser,10000,104.0,1
