bidirectional ON,remove-redundant-parts ON,remove-redundant-sets ON,generate-less ON,smart-kleene-order ON,benchmark,file_type,timeout_ms,time_ms,terminated
0,0,1,0,0,tricky3,ser,30000,30005.0,0
1,1,0,0,0,tricky3,ser,30000,30005.0,0
0,1,0,0,0,tricky3,ser,30000,30005.0,0
1,0,0,0,0,tricky3,ser,30000,30007.0,0
0,0,0,0,0,tricky3,ser,30000,30008.0,0
1,1,1,1,1,tricky3_ser,ser,30000,30005.0,0
0,1,1,1,1,tricky3_ser,ser,30000,30014.0,0
1,0,1,1,1,tricky3_ser,ser,30000,30006.0,0
0,0,1,1,1,tricky3_ser,ser,30000,30011.0,0
1,1,0,1,1,tricky3_ser,ser,30000,30006.0,0
0,1,0,1,1,tricky3_ser,ser,30000,30013.0,0
1,0,0,1,1,tricky3_ser,ser,30000,30006.0,0
0,0,0,1,1,tricky3_ser,ser,30000,30014.0,0
1,1,1,0,1,tricky3_ser,ser,30000,30005.0,0
0,1,1,0,1,tricky3_ser,ser,30000,30013.0,0
1,0,1,0,1,tricky3_ser,ser,30000,30005.0,0
0,0,1,0,1,tricky3_ser,ser,30000,30014.0,0
1,1,0,0,1,tricky3_ser,ser,30000,30005.0,0
0,1,0,0,1,tricky3_ser,ser,30000,30016.0,0
1,0,0,0,1,tricky3_ser,ser,30000,30005.0,0
0,0,0,0,1,tricky3_ser,ser,30000,30011.0,0
1,1,1,1,0,tricky3_ser,ser,30000,30005.0,0
0,1,1,1,0,tricky3_ser,ser,30000,30014.0,0
1,0,1,1,0,tricky3_ser,ser,30000,30006.0,0
0,0,1,1,0,tricky3_ser,ser,30000,30014.0,0
1,1,0,1,0,tricky3_ser,ser,30000,30006.0,0
0,1,0,1,0,tricky3_ser,ser,30000,30012.0,0
1,0,0,1,0,tricky3_ser,ser,30000,30007.0,0
0,0,0,1,0,tricky3_ser,ser,30000,30013.0,0
1,1,1,0,0,tricky3_ser,ser,30000,30006.0,0
0,1,1,0,0,tricky3_ser,ser,30000,30012.0,0
1,0,1,0,0,tricky3_ser,ser,30000,30006.0,0
0,0,1,0,0,tricky3_ser,ser,30000,30014.0,0
1,1,0,0,0,tricky3_ser,ser,30000,30005.0,0
0,1,0,0,0,tricky3_ser,ser,30000,30014.0,0
1,0,0,0,0,tricky3_ser,ser,30000,30005.0,0
0,0,0,0,0,tricky3_ser,ser,30000,30013.0,0
1,1,1,1,1,while_expr,ser,30000,136.0,1
0,1,1,1,1,while_expr,ser,30000,131.0,1
1,0,1,1,1,while_expr,ser,30000,136.0,1
0,0,1,1,1,while_expr,ser,30000,134.0,1
1,1,0,1,1,while_expr,ser,30000,128.0,1
0,1,0,1,1,while_expr,ser,30000,124.0,1
1,0,0,1,1,while_expr,ser,30000,126.0,1
0,0,0,1,1,while_expr,ser,30000,134.0,1
1,1,1,0,1,while_expr,ser,30000,137.0,1
0,1,1,0,1,while_expr,ser,30000,139.0,1
1,0,1,0,1,while_expr,ser,30000,143.0,1
0,0,1,0,1,while_expr,ser,30000,140.0,1
1,1,0,0,1,while_expr,ser,30000,146.0,1
0,1,0,0,1,while_expr,ser,30000,125.0,1
1,0,0,0,1,while_expr,ser,30000,123.0,1
0,0,0,0,1,while_expr,ser,30000,125.0,1
1,1,1,1,0,while_expr,ser,30000,130.0,1
0,1,1,1,0,while_expr,ser,30000,123.0,1
1,0,1,1,0,while_expr,ser,30000,129.0,1
0,0,1,1,0,while_expr,ser,30000,122.0,1
1,1,0,1,0,while_expr,ser,30000,128.0,1
0,1,0,1,0,while_expr,ser,30000,121.0,1
1,0,0,1,0,while_expr,ser,30000,126.0,1
0,0,0,1,0,while_expr,ser,30000,131.0,1
1,1,1,0,0,while_expr,ser,30000,126.0,1
0,1,1,0,0,while_expr,ser,30000,126.0,1
1,0,1,0,0,while_expr,ser,30000,130.0,1
0,0,1,0,0,while_expr,ser,30000,129.0,1
1,1,0,0,0,while_expr,ser,30000,130.0,1
0,1,0,0,0,while_expr,ser,30000,132.0,1
1,0,0,0,0,while_expr,ser,30000,119.0,1
0,0,0,0,0,while_expr,ser,30000,124.0,1
1,1,1,1,1,with_comments,ser,30000,122.0,1
0,1,1,1,1,with_comments,ser,30000,124.0,1
1,0,1,1,1,with_comments,ser,30000,123.0,1
0,0,1,1,1,with_comments,ser,30000,164.0,1
1,1,0,1,1,with_comments,ser,30000,126.0,1
0,1,0,1,1,with_comments,ser,30000,135.0,1
1,0,0,1,1,with_comments,ser,30000,127.0,1
0,0,0,1,1,with_comments,ser,30000,128.0,1
1,1,1,0,1,with_comments,ser,30000,131.0,1
0,1,1,0,1,with_comments,ser,30000,118.0,1
1,0,1,0,1,with_comments,ser,30000,135.0,1
0,0,1,0,1,with_comments,ser,30000,132.0,1
1,1,0,0,1,with_comments,ser,30000,129.0,1
0,1,0,0,1,with_comments,ser,30000,123.0,1
1,0,0,0,1,with_comments,ser,30000,130.0,1
0,0,0,0,1,with_comments,ser,30000,132.0,1
1,1,1,1,0,with_comments,ser,30000,126.0,1
0,1,1,1,0,with_comments,ser,30000,137.0,1
1,0,1,1,0,with_comments,ser,30000,120.0,1
0,0,1,1,0,with_comments,ser,30000,128.0,1
1,1,0,1,0,with_comments,ser,30000,131.0,1
0,1,0,1,0,with_comments,ser,30000,130.0,1
1,0,0,1,0,with_comments,ser,30000,128.0,1
0,0,0,1,0,with_comments,ser,30000,136.0,1
1,1,1,0,0,with_comments,ser,30000,130.0,1
0,1,1,0,0,with_comments,ser,30000,127.0,1
1,0,1,0,0,with_comments,ser,30000,125.0,1
0,0,1,0,0,with_comments,ser,30000,132.0,1
1,1,0,0,0,with_comments,ser,30000,123.0,1
0,1,0,0,0,with_comments,ser,30000,130.0,1
1,0,0,0,0,with_comments,ser,30000,134.0,1
0,0,0,0,0,with_comments,ser,30000,126.0,1
1,1,1,1,1,yield_expr,ser,30000,121.0,1
0,1,1,1,1,yield_expr,ser,30000,130.0,1
1,0,1,1,1,yield_expr,ser,30000,130.0,1
0,0,1,1,1,yield_expr,ser,30000,131.0,1
1,1,0,1,1,yield_expr,ser,30000,131.0,1
0,1,0,1,1,yield_expr,ser,30000,127.0,1
1,0,0,1,1,yield_expr,ser,30000,130.0,1
0,0,0,1,1,yield_expr,ser,30000,129.0,1
1,1,1,0,1,yield_expr,ser,30000,127.0,1
0,1,1,0,1,yield_expr,ser,30000,128.0,1
1,0,1,0,1,yield_expr,ser,30000,136.0,1
0,0,1,0,1,yield_expr,ser,30000,120.0,1
1,1,0,0,1,yield_expr,ser,30000,132.0,1
0,1,0,0,1,yield_expr,ser,30000,128.0,1
1,0,0,0,1,yield_expr,ser,30000,136.0,1
0,0,0,0,1,yield_expr,ser,30000,134.0,1
1,1,1,1,0,yield_expr,ser,30000,126.0,1
0,1,1,1,0,yield_expr,ser,30000,130.0,1
1,0,1,1,0,yield_expr,ser,30000,135.0,1
0,0,1,1,0,yield_expr,ser,30000,125.0,1
1,1,0,1,0,yield_expr,ser,30000,131.0,1
0,1,0,1,0,yield_expr,ser,30000,124.0,1
1,0,0,1,0,yield_expr,ser,30000,127.0,1
0,0,0,1,0,yield_expr,ser,30000,125.0,1
1,1,1,0,0,yield_expr,ser,30000,130.0,1
0,1,1,0,0,yield_expr,ser,30000,132.0,1
1,0,1,0,0,yield_expr,ser,30000,128.0,1
0,0,1,0,0,yield_expr,ser,30000,133.0,1
1,1,0,0,0,yield_expr,ser,30000,134.0,1
0,1,0,0,0,yield_expr,ser,30000,127.0,1
1,0,0,0,0,yield_expr,ser,30000,131.0,1
0,0,0,0,0,yield_expr,ser,30000,126.0,1
1,1,1,1,1,data_flow.json,json,60000,967.0,1
0,1,1,1,1,data_flow.json,json,60000,981.0,1
1,0,1,1,1,data_flow.json,json,60000,1058.0,1
0,0,1,1,1,data_flow.json,json,60000,1119.0,1
1,1,0,1,1,data_flow.json,json,60000,1067.0,1
0,1,0,1,1,data_flow.json,json,60000,1223.0,1
1,0,0,1,1,data_flow.json,json,60000,1097.0,1
0,0,0,1,1,data_flow.json,json,60000,1167.0,1
1,1,1,0,1,data_flow.json,json,60000,1075.0,1
0,1,1,0,1,data_flow.json,json,60000,1101.0,1
1,0,1,0,1,data_flow.json,json,60000,1270.0,1
0,0,1,0,1,data_flow.json,json,60000,1307.0,1
1,1,0,0,1,data_flow.json,json,60000,1217.0,1
0,1,0,0,1,data_flow.json,json,60000,1230.0,1
1,0,0,0,1,data_flow.json,json,60000,1174.0,1
0,0,0,0,1,data_flow.json,json,60000,1091.0,1
1,1,1,1,0,data_flow.json,json,60000,1040.0,1
0,1,1,1,0,data_flow.json,json,60000,1118.0,1
1,0,1,1,0,data_flow.json,json,60000,1191.0,1
0,0,1,1,0,data_flow.json,json,60000,1154.0,1
1,1,0,1,0,data_flow.json,json,60000,1139.0,1
0,1,0,1,0,data_flow.json,json,60000,1200.0,1
1,0,0,1,0,data_flow.json,json,60000,1203.0,1
0,0,0,1,0,data_flow.json,json,60000,1099.0,1
1,1,1,0,0,data_flow.json,json,60000,1028.0,1
0,1,1,0,0,data_flow.json,json,60000,1065.0,1
1,0,1,0,0,data_flow.json,json,60000,1071.0,1
0,0,1,0,0,data_flow.json,json,60000,1111.0,1
1,1,0,0,0,data_flow.json,json,60000,1017.0,1
0,1,0,0,0,data_flow.json,json,60000,1136.0,1
1,0,0,0,0,data_flow.json,json,60000,1070.0,1
0,0,0,0,0,data_flow.json,json,60000,1065.0,1
1,1,1,1,1,login_flow.json,json,60000,1160.0,1
0,1,1,1,1,login_flow.json,json,60000,940.0,1
1,0,1,1,1,login_flow.json,json,60000,1664.0,1
0,0,1,1,1,login_flow.json,json,60000,1299.0,1
1,1,0,1,1,login_flow.json,json,60000,989.0,1
0,1,0,1,1,login_flow.json,json,60000,1149.0,1
1,0,0,1,1,login_flow.json,json,60000,1297.0,1
0,0,0,1,1,login_flow.json,json,60000,1336.0,1
1,1,1,0,1,login_flow.json,json,60000,158.0,1
0,1,1,0,1,login_flow.json,json,60000,124.0,1
1,0,1,0,1,login_flow.json,json,60000,128.0,1
0,0,1,0,1,login_flow.json,json,60000,139.0,1
1,1,0,0,1,login_flow.json,json,60000,164.0,1
0,1,0,0,1,login_flow.json,json,60000,168.0,1
1,0,0,0,1,login_flow.json,json,60000,154.0,1
0,0,0,0,1,login_flow.json,json,60000,150.0,1
1,1,1,1,0,login_flow.json,json,60000,1237.0,1
0,1,1,1,0,login_flow.json,json,60000,1223.0,1
1,0,1,1,0,login_flow.json,json,60000,1763.0,1
0,0,1,1,0,login_flow.json,json,60000,1433.0,1
1,1,0,1,0,login_flow.json,json,60000,1165.0,1
0,1,0,1,0,login_flow.json,json,60000,1174.0,1
1,0,0,1,0,login_flow.json,json,60000,1834.0,1
0,0,0,1,0,login_flow.json,json,60000,1187.0,1
1,1,1,0,0,login_flow.json,json,60000,152.0,1
0,1,1,0,0,login_flow.json,json,60000,142.0,1
1,0,1,0,0,login_flow.json,json,60000,161.0,1
0,0,1,0,0,login_flow.json,json,60000,139.0,1
1,1,0,0,0,login_flow.json,json,60000,119.0,1
0,1,0,0,0,login_flow.json,json,60000,145.0,1
1,0,0,0,0,login_flow.json,json,60000,134.0,1
0,0,0,0,0,login_flow.json,json,60000,126.0,1
1,1,1,1,1,shopping_cart.json,json,60000,2966.0,1
0,1,1,1,1,shopping_cart.json,json,60000,2937.0,1
1,0,1,1,1,shopping_cart.json,json,60000,62543.0,0
0,0,1,1,1,shopping_cart.json,json,60000,62770.0,0
1,1,0,1,1,shopping_cart.json,json,60000,1998.0,1
0,1,0,1,1,shopping_cart.json,json,60000,3012.0,1
1,0,0,1,1,shopping_cart.json,json,60000,177.0,1
0,0,0,1,1,shopping_cart.json,json,60000,189.0,1
1,1,1,0,1,shopping_cart.json,json,60000,280.0,1
0,1,1,0,1,shopping_cart.json,json,60000,3145.0,1
1,0,1,0,1,shopping_cart.json,json,60000,2543.0,1
0,0,1,0,1,shopping_cart.json,json,60000,3234.0,1
1,1,0,0,1,shopping_cart.json,json,60000,2827.0,1
0,1,0,0,1,shopping_cart.json,json,60000,3325.0,1
1,0,0,0,1,shopping_cart.json,json,60000,364.0,1
0,0,0,0,1,shopping_cart.json,json,60000,296.0,1
1,1,1,1,0,shopping_cart.json,json,60000,3322.0,1
0,1,1,1,0,shopping_cart.json,json,60000,2451.0,1
1,0,1,1,0,shopping_cart.json,json,60000,62620.0,0
0,0,1,1,0,shopping_cart.json,json,60000,62579.0,0
1,1,0,1,0,shopping_cart.json,json,60000,4393.0,1
0,1,0,1,0,shopping_cart.json,json,60000,4765.0,1
1,0,0,1,0,shopping_cart.json,json,60000,206.0,1
0,0,0,1,0,shopping_cart.json,json,60000,180.0,1
1,1,1,0,0,shopping_cart.json,json,60000,3018.0,1
0,1,1,0,0,shopping_cart.json,json,60000,3508.0,1
1,0,1,0,0,shopping_cart.json,json,60000,314.0,1
0,0,1,0,0,shopping_cart.json,json,60000,312.0,1
1,1,0,0,0,shopping_cart.json,json,60000,3289.0,1
0,1,0,0,0,shopping_cart.json,json,60000,3118.0,1
1,0,0,0,0,shopping_cart.json,json,60000,2856.0,1
0,0,0,0,0,shopping_cart.json,json,60000,3049.0,1
1,1,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,711.0,1
0,1,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,768.0,1
1,0,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,751.0,1
0,0,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,825.0,1
1,1,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,792.0,1
0,1,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,738.0,1
1,0,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,682.0,1
0,0,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,623.0,1
1,1,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,760.0,1
0,1,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,732.0,1
1,0,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,740.0,1
0,0,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,671.0,1
1,1,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,668.0,1
0,1,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,668.0,1
1,0,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,623.0,1
0,0,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,673.0,1
1,1,1,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,670.0,1
0,1,1,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,749.0,1
1,0,1,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,726.0,1
0,0,1,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,676.0,1
1,1,0,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,697.0,1
0,1,0,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,663.0,1
1,0,0,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,754.0,1
0,0,0,1,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,677.0,1
1,1,1,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,639.0,1
0,1,1,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,705.0,1
1,0,1,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,661.0,1
0,0,1,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,677.0,1
1,1,0,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,709.0,1
0,1,0,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,667.0,1
1,0,0,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,701.0,1
0,0,0,0,0,snapshot_isolation_directly_as_NS_without_yields.json,json,60000,733.0,1
1,1,1,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,6166.0,1
0,1,1,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2834.0,1
1,0,1,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,9637.0,1
0,0,1,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,4319.0,1
1,1,0,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2958.0,1
0,1,0,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2831.0,1
1,0,0,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2451.0,1
0,0,0,1,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2493.0,1
1,1,1,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2465.0,1
0,1,1,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2604.0,1
1,0,1,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2735.0,1
0,0,1,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2732.0,1
1,1,0,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2934.0,1
0,1,0,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,3169.0,1
1,0,0,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,3362.0,1
0,0,0,0,1,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2766.0,1
1,1,1,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2959.0,1
0,1,1,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,3035.0,1
1,0,1,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2952.0,1
0,0,1,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2498.0,1
1,1,0,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2342.0,1
0,1,0,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2306.0,1
1,0,0,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2565.0,1
0,0,0,1,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2637.0,1
1,1,1,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2513.0,1
0,1,1,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2312.0,1
1,0,1,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2422.0,1
0,0,1,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2527.0,1
1,1,0,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2383.0,1
0,1,0,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2519.0,1
1,0,0,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2703.0,1
0,0,0,0,0,snapshot_isolation_directly_as_NS_with_yields.json,json,60000,2359.0,1
1,1,1,1,1,state_machine.json,json,60000,993.0,1
0,1,1,1,1,state_machine.json,json,60000,1078.0,1
1,0,1,1,1,state_machine.json,json,60000,5504.0,1
0,0,1,1,1,state_machine.json,json,60000,3443.0,1
1,1,0,1,1,state_machine.json,json,60000,1062.0,1
0,1,0,1,1,state_machine.json,json,60000,1153.0,1
1,0,0,1,1,state_machine.json,json,60000,1804.0,1
0,0,0,1,1,state_machine.json,json,60000,1310.0,1
1,1,1,0,1,state_machine.json,json,60000,135.0,1
0,1,1,0,1,state_machine.json,json,60000,152.0,1
1,0,1,0,1,state_machine.json,json,60000,142.0,1
0,0,1,0,1,state_machine.json,json,60000,147.0,1
1,1,0,0,1,state_machine.json,json,60000,147.0,1
0,1,0,0,1,state_machine.json,json,60000,152.0,1
1,0,0,0,1,state_machine.json,json,60000,141.0,1
0,0,0,0,1,state_machine.json,json,60000,141.0,1
1,1,1,1,0,state_machine.json,json,60000,1127.0,1
0,1,1,1,0,state_machine.json,json,60000,1117.0,1
1,0,1,1,0,state_machine.json,json,60000,3700.0,1
0,0,1,1,0,state_machine.json,json,60000,1523.0,1
1,1,0,1,0,state_machine.json,json,60000,1051.0,1
0,1,0,1,0,state_machine.json,json,60000,1044.0,1
1,0,0,1,0,state_machine.json,json,60000,1864.0,1
0,0,0,1,0,state_machine.json,json,60000,1377.0,1
1,1,1,0,0,state_machine.json,json,60000,139.0,1
0,1,1,0,0,state_machine.json,json,60000,165.0,1
1,0,1,0,0,state_machine.json,json,60000,150.0,1
0,0,1,0,0,state_machine.json,json,60000,162.0,1
1,1,0,0,0,state_machine.json,json,60000,146.0,1
0,1,0,0,0,state_machine.json,json,60000,151.0,1
1,0,0,0,0,state_machine.json,json,60000,150.0,1
0,0,0,0,0,state_machine.json,json,60000,151.0,1
1,1,1,1,1,data_flow.json,json,10000,846.0,1
0,1,1,1,1,data_flow.json,json,10000,481.0,1
1,0,1,1,1,data_flow.json,json,10000,543.0,1
0,0,1,1,1,data_flow.json,json,10000,490.0,1
1,1,0,1,1,data_flow.json,json,10000,455.0,1
0,1,0,1,1,data_flow.json,json,10000,464.0,1
1,0,0,1,1,data_flow.json,json,10000,472.0,1
0,0,0,1,1,data_flow.json,json,10000,484.0,1
1,1,1,0,1,data_flow.json,json,10000,471.0,1
0,1,1,0,1,data_flow.json,json,10000,364.0,1
1,0,1,0,1,data_flow.json,json,10000,290.0,1
0,0,1,0,1,data_flow.json,json,10000,330.0,1
1,1,0,0,1,data_flow.json,json,10000,441.0,1
0,1,0,0,1,data_flow.json,json,10000,380.0,1
1,0,0,0,1,data_flow.json,json,10000,410.0,1
0,0,0,0,1,data_flow.json,json,10000,393.0,1
1,1,1,1,0,data_flow.json,json,10000,409.0,1
0,1,1,1,0,data_flow.json,json,10000,529.0,1
1,0,1,1,0,data_flow.json,json,10000,487.0,1
0,0,1,1,0,data_flow.json,json,10000,1363.0,1
1,1,0,1,0,data_flow.json,json,10000,1211.0,1
0,1,0,1,0,data_flow.json,json,10000,1378.0,1
1,0,0,1,0,data_flow.json,json,10000,1303.0,1
0,0,0,1,0,data_flow.json,json,10000,1313.0,1
1,1,1,0,0,data_flow.json,json,10000,1257.0,1
0,1,1,0,0,data_flow.json,json,10000,1269.0,1
1,0,1,0,0,data_flow.json,json,10000,1389.0,1
0,0,1,0,0,data_flow.json,json,10000,1360.0,1
1,1,0,0,0,data_flow.json,json,10000,1363.0,1
0,1,0,0,0,data_flow.json,json,10000,1437.0,1
1,0,0,0,0,data_flow.json,json,10000,1548.0,1
0,0,0,0,0,data_flow.json,json,10000,1483.0,1
1,1,1,1,1,login_flow.json,json,10000,950.0,1
0,1,1,1,1,login_flow.json,json,10000,1425.0,1
1,0,1,1,1,login_flow.json,json,10000,2547.0,1
0,0,1,1,1,login_flow.json,json,10000,1323.0,1
1,1,0,1,1,login_flow.json,json,10000,584.0,1
0,1,0,1,1,login_flow.json,json,10000,555.0,1
1,0,0,1,1,login_flow.json,json,10000,1972.0,1
0,0,0,1,1,login_flow.json,json,10000,412.0,1
1,1,1,0,1,login_flow.json,json,10000,171.0,1
0,1,1,0,1,login_flow.json,json,10000,222.0,1
1,0,1,0,1,login_flow.json,json,10000,212.0,1
0,0,1,0,1,login_flow.json,json,10000,220.0,1
1,1,0,0,1,login_flow.json,json,10000,191.0,1
0,1,0,0,1,login_flow.json,json,10000,200.0,1
1,0,0,0,1,login_flow.json,json,10000,214.0,1
0,0,0,0,1,login_flow.json,json,10000,194.0,1
1,1,1,1,0,login_flow.json,json,10000,1496.0,1
0,1,1,1,0,login_flow.json,json,10000,1497.0,1
1,0,1,1,0,login_flow.json,json,10000,1977.0,1
0,0,1,1,0,login_flow.json,json,10000,1584.0,1
1,1,0,1,0,login_flow.json,json,10000,1333.0,1
0,1,0,1,0,login_flow.json,json,10000,1203.0,1
1,0,0,1,0,login_flow.json,json,10000,1821.0,1
0,0,0,1,0,login_flow.json,json,10000,1287.0,1
1,1,1,0,0,login_flow.json,json,10000,160.0,1
0,1,1,0,0,login_flow.json,json,10000,155.0,1
1,0,1,0,0,login_flow.json,json,10000,159.0,1
0,0,1,0,0,login_flow.json,json,10000,170.0,1
1,1,0,0,0,login_flow.json,json,10000,178.0,1
0,1,0,0,0,login_flow.json,json,10000,167.0,1
1,0,0,0,0,login_flow.json,json,10000,172.0,1
0,0,0,0,0,login_flow.json,json,10000,192.0,1
1,1,1,1,1,shopping_cart.json,json,10000,3537.0,1
0,1,1,1,1,shopping_cart.json,json,10000,3766.0,1
1,0,1,1,1,shopping_cart.json,json,10000,10473.0,0
0,0,1,1,1,shopping_cart.json,json,10000,10373.0,0
1,1,0,1,1,shopping_cart.json,json,10000,3766.0,1
0,1,0,1,1,shopping_cart.json,json,10000,3329.0,1
1,0,0,1,1,shopping_cart.json,json,10000,136.0,1
0,0,0,1,1,shopping_cart.json,json,10000,126.0,1
1,1,1,0,1,shopping_cart.json,json,10000,2297.0,1
0,1,1,0,1,shopping_cart.json,json,10000,2451.0,1
1,0,1,0,1,shopping_cart.json,json,10000,2824.0,1
0,0,1,0,1,shopping_cart.json,json,10000,3025.0,1
1,1,0,0,1,shopping_cart.json,json,10000,2663.0,1
0,1,0,0,1,shopping_cart.json,json,10000,237.0,1
1,0,0,0,1,shopping_cart.json,json,10000,3156.0,1
0,0,0,0,1,shopping_cart.json,json,10000,3087.0,1
1,1,1,1,0,shopping_cart.json,json,10000,1574.0,1
0,1,1,1,0,shopping_cart.json,json,10000,3930.0,1
1,0,1,1,0,shopping_cart.json,json,10000,10494.0,0
0,0,1,1,0,shopping_cart.json,json,10000,10521.0,0
1,1,0,1,0,shopping_cart.json,json,10000,2340.0,1
0,1,0,1,0,shopping_cart.json,json,10000,3317.0,1
1,0,0,1,0,shopping_cart.json,json,10000,185.0,1
0,0,0,1,0,shopping_cart.json,json,10000,158.0,1
1,1,1,0,0,shopping_cart.json,json,10000,272.0,1
0,1,1,0,0,shopping_cart.json,json,10000,2951.0,1
1,0,1,0,0,shopping_cart.json,json,10000,2497.0,1
0,0,1,0,0,shopping_cart.json,json,10000,3271.0,1
1,1,0,0,0,shopping_cart.json,json,10000,274.0,1
0,1,0,0,0,shopping_cart.json,json,10000,3213.0,1
1,0,0,0,0,shopping_cart.json,json,10000,2834.0,1
0,0,0,0,0,shopping_cart.json,json,10000,262.0,1
1,1,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,640.0,1
0,1,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,683.0,1
1,0,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,616.0,1
0,0,1,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,658.0,1
1,1,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,639.0,1
0,1,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,686.0,1
1,0,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,678.0,1
0,0,0,1,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,637.0,1
1,1,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,698.0,1
0,1,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,719.0,1
1,0,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,860.0,1
0,0,1,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,744.0,1
1,1,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,663.0,1
0,1,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,711.0,1
1,0,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,730.0,1
0,0,0,0,1,snapshot_isolation_directly_as_NS_without_yields.json,json,10000,609.0,1
