bidirectional ON,remove-redundant ON,generate-less ON,smart-kleene-order ON,benchmark,type,timeout_ms,time_ms,terminated
1,1,1,1,nondet,ser,30000,113,1
0,1,1,1,nondet,ser,30000,112,1
1,0,1,1,nondet,ser,30000,112,1
0,0,1,1,nondet,ser,30000,113,1
1,1,0,1,nondet,ser,30000,115,1
0,1,0,1,nondet,ser,30000,114,1
1,0,0,1,nondet,ser,30000,111,1
0,0,0,1,nondet,ser,30000,113,1
1,1,1,0,nondet,ser,30000,113,1
0,1,1,0,nondet,ser,30000,111,1
1,0,1,0,nondet,ser,30000,113,1
0,0,1,0,nondet,ser,30000,112,1
1,1,0,0,nondet,ser,30000,115,1
0,1,0,0,nondet,ser,30000,114,1
1,0,0,0,nondet,ser,30000,116,1
0,0,0,0,nondet,ser,30000,119,1
1,1,1,1,seq_expr,ser,30000,89,1
0,1,1,1,seq_expr,ser,30000,90,1
1,0,1,1,seq_expr,ser,30000,87,1
0,0,1,1,seq_expr,ser,30000,88,1
1,1,0,1,seq_expr,ser,30000,90,1
0,1,0,1,seq_expr,ser,30000,88,1
1,0,0,1,seq_expr,ser,30000,87,1
0,0,0,1,seq_expr,ser,30000,88,1
1,1,1,0,seq_expr,ser,30000,89,1
0,1,1,0,seq_expr,ser,30000,90,1
1,0,1,0,seq_expr,ser,30000,89,1
0,0,1,0,seq_expr,ser,30000,88,1
1,1,0,0,seq_expr,ser,30000,88,1
0,1,0,0,seq_expr,ser,30000,89,1
1,0,0,0,seq_expr,ser,30000,86,1
0,0,0,0,seq_expr,ser,30000,88,1
1,1,1,1,simple_assign,ser,30000,89,1
0,1,1,1,simple_assign,ser,30000,87,1
1,0,1,1,simple_assign,ser,30000,88,1
0,0,1,1,simple_assign,ser,30000,93,1
1,1,0,1,simple_assign,ser,30000,91,1
0,1,0,1,simple_assign,ser,30000,88,1
1,0,0,1,simple_assign,ser,30000,89,1
0,0,0,1,simple_assign,ser,30000,85,1
1,1,1,0,simple_assign,ser,30000,88,1
0,1,1,0,simple_assign,ser,30000,89,1
1,0,1,0,simple_assign,ser,30000,87,1
0,0,1,0,simple_assign,ser,30000,88,1
1,1,0,0,simple_assign,ser,30000,87,1
0,1,0,0,simple_assign,ser,30000,91,1
1,0,0,0,simple_assign,ser,30000,86,1
0,0,0,0,simple_assign,ser,30000,87,1
1,1,1,1,simple_nonser2_minus_yields_is_ser,ser,30000,89,1
0,1,1,1,simple_nonser2_minus_yields_is_ser,ser,30000,91,1
1,0,1,1,simple_nonser2_minus_yields_is_ser,ser,30000,89,1
0,0,1,1,simple_nonser2_minus_yields_is_ser,ser,30000,88,1
1,1,0,1,simple_nonser2_minus_yields_is_ser,ser,30000,90,1
0,1,0,1,simple_nonser2_minus_yields_is_ser,ser,30000,89,1
1,0,0,1,simple_nonser2_minus_yields_is_ser,ser,30000,86,1
0,0,0,1,simple_nonser2_minus_yields_is_ser,ser,30000,84,1
1,1,1,0,simple_nonser2_minus_yields_is_ser,ser,30000,95,1
0,1,1,0,simple_nonser2_minus_yields_is_ser,ser,30000,88,1
1,0,1,0,simple_nonser2_minus_yields_is_ser,ser,30000,89,1
0,0,1,0,simple_nonser2_minus_yields_is_ser,ser,30000,89,1
1,1,0,0,simple_nonser2_minus_yields_is_ser,ser,30000,87,1
0,1,0,0,simple_nonser2_minus_yields_is_ser,ser,30000,91,1
1,0,0,0,simple_nonser2_minus_yields_is_ser,ser,30000,89,1
0,0,0,0,simple_nonser2_minus_yields_is_ser,ser,30000,85,1
1,1,1,1,simple_nonser2,ser,30000,107,1
0,1,1,1,simple_nonser2,ser,30000,106,1
1,0,1,1,simple_nonser2,ser,30000,106,1
0,0,1,1,simple_nonser2,ser,30000,108,1
1,1,0,1,simple_nonser2,ser,30000,106,1
0,1,0,1,simple_nonser2,ser,30000,104,1
1,0,0,1,simple_nonser2,ser,30000,103,1
0,0,0,1,simple_nonser2,ser,30000,106,1
1,1,1,0,simple_nonser2,ser,30000,103,1
0,1,1,0,simple_nonser2,ser,30000,105,1
1,0,1,0,simple_nonser2,ser,30000,111,1
0,0,1,0,simple_nonser2,ser,30000,105,1
1,1,0,0,simple_nonser2,ser,30000,106,1
0,1,0,0,simple_nonser2,ser,30000,112,1
1,0,0,0,simple_nonser2,ser,30000,108,1
0,0,0,0,simple_nonser2,ser,30000,105,1
1,1,1,1,simple_nonser2_turned_ser_with_locks,ser,30000,110,1
0,1,1,1,simple_nonser2_turned_ser_with_locks,ser,30000,111,1
1,0,1,1,simple_nonser2_turned_ser_with_locks,ser,30000,115,1
0,0,1,1,simple_nonser2_turned_ser_with_locks,ser,30000,108,1
1,1,0,1,simple_nonser2_turned_ser_with_locks,ser,30000,107,1
0,1,0,1,simple_nonser2_turned_ser_with_locks,ser,30000,107,1
1,0,0,1,simple_nonser2_turned_ser_with_locks,ser,30000,102,1
0,0,0,1,simple_nonser2_turned_ser_with_locks,ser,30000,99,1
1,1,1,0,simple_nonser2_turned_ser_with_locks,ser,30000,105,1
0,1,1,0,simple_nonser2_turned_ser_with_locks,ser,30000,107,1
1,0,1,0,simple_nonser2_turned_ser_with_locks,ser,30000,107,1
0,0,1,0,simple_nonser2_turned_ser_with_locks,ser,30000,105,1
1,1,0,0,simple_nonser2_turned_ser_with_locks,ser,30000,110,1
0,1,0,0,simple_nonser2_turned_ser_with_locks,ser,30000,104,1
1,0,0,0,simple_nonser2_turned_ser_with_locks,ser,30000,107,1
0,0,0,0,simple_nonser2_turned_ser_with_locks,ser,30000,107,1
1,1,1,1,simple_nonser3,ser,30000,109,1
0,1,1,1,simple_nonser3,ser,30000,109,1
1,0,1,1,simple_nonser3,ser,30000,105,1
0,0,1,1,simple_nonser3,ser,30000,107,1
1,1,0,1,simple_nonser3,ser,30000,108,1
0,1,0,1,simple_nonser3,ser,30000,109,1
1,0,0,1,simple_nonser3,ser,30000,111,1
0,0,0,1,simple_nonser3,ser,30000,111,1
1,1,1,0,simple_nonser3,ser,30000,111,1
0,1,1,0,simple_nonser3,ser,30000,109,1
1,0,1,0,simple_nonser3,ser,30000,112,1
0,0,1,0,simple_nonser3,ser,30000,110,1
1,1,0,0,simple_nonser3,ser,30000,110,1
0,1,0,0,simple_nonser3,ser,30000,107,1
1,0,0,0,simple_nonser3,ser,30000,110,1
0,0,0,0,simple_nonser3,ser,30000,111,1
1,1,1,1,simple_nonser,ser,30000,112,1
0,1,1,1,simple_nonser,ser,30000,111,1
1,0,1,1,simple_nonser,ser,30000,109,1
0,0,1,1,simple_nonser,ser,30000,110,1
1,1,0,1,simple_nonser,ser,30000,110,1
0,1,0,1,simple_nonser,ser,30000,111,1
1,0,0,1,simple_nonser,ser,30000,113,1
0,0,0,1,simple_nonser,ser,30000,112,1
1,1,1,0,simple_nonser,ser,30000,111,1
0,1,1,0,simple_nonser,ser,30000,113,1
1,0,1,0,simple_nonser,ser,30000,113,1
0,0,1,0,simple_nonser,ser,30000,112,1
1,1,0,0,simple_nonser,ser,30000,111,1
0,1,0,0,simple_nonser,ser,30000,113,1
1,0,0,0,simple_nonser,ser,30000,113,1
0,0,0,0,simple_nonser,ser,30000,115,1
1,1,1,1,simple_ser,ser,30000,90,1
0,1,1,1,simple_ser,ser,30000,86,1
1,0,1,1,simple_ser,ser,30000,95,1
0,0,1,1,simple_ser,ser,30000,84,1
1,1,0,1,simple_ser,ser,30000,88,1
0,1,0,1,simple_ser,ser,30000,85,1
1,0,0,1,simple_ser,ser,30000,86,1
0,0,0,1,simple_ser,ser,30000,88,1
1,1,1,0,simple_ser,ser,30000,88,1
0,1,1,0,simple_ser,ser,30000,87,1
1,0,1,0,simple_ser,ser,30000,87,1
0,0,1,0,simple_ser,ser,30000,86,1
1,1,0,0,simple_ser,ser,30000,87,1
0,1,0,0,simple_ser,ser,30000,87,1
1,0,0,0,simple_ser,ser,30000,85,1
0,0,0,0,simple_ser,ser,30000,88,1
1,1,1,1,snapshot_isolation_network_monitoring,ser,30000,236,1
0,1,1,1,snapshot_isolation_network_monitoring,ser,30000,223,1
1,0,1,1,snapshot_isolation_network_monitoring,ser,30000,226,1
0,0,1,1,snapshot_isolation_network_monitoring,ser,30000,215,1
1,1,0,1,snapshot_isolation_network_monitoring,ser,30000,233,1
0,1,0,1,snapshot_isolation_network_monitoring,ser,30000,225,1
1,0,0,1,snapshot_isolation_network_monitoring,ser,30000,217,1
0,0,0,1,snapshot_isolation_network_monitoring,ser,30000,234,1
1,1,1,0,snapshot_isolation_network_monitoring,ser,30000,230,1
0,1,1,0,snapshot_isolation_network_monitoring,ser,30000,218,1
1,0,1,0,snapshot_isolation_network_monitoring,ser,30000,208,1
0,0,1,0,snapshot_isolation_network_monitoring,ser,30000,205,1
1,1,0,0,snapshot_isolation_network_monitoring,ser,30000,238,1
0,1,0,0,snapshot_isolation_network_monitoring,ser,30000,225,1
1,0,0,0,snapshot_isolation_network_monitoring,ser,30000,220,1
0,0,0,0,snapshot_isolation_network_monitoring,ser,30000,202,1
1,1,1,1,snapshot_isolation_network_monitoring_simplified,ser,30000,222,1
0,1,1,1,snapshot_isolation_network_monitoring_simplified,ser,30000,208,1
1,0,1,1,snapshot_isolation_network_monitoring_simplified,ser,30000,198,1
0,0,1,1,snapshot_isolation_network_monitoring_simplified,ser,30000,200,1
1,1,0,1,snapshot_isolation_network_monitoring_simplified,ser,30000,224,1
0,1,0,1,snapshot_isolation_network_monitoring_simplified,ser,30000,214,1
1,0,0,1,snapshot_isolation_network_monitoring_simplified,ser,30000,208,1
0,0,0,1,snapshot_isolation_network_monitoring_simplified,ser,30000,199,1
1,1,1,0,snapshot_isolation_network_monitoring_simplified,ser,30000,225,1
0,1,1,0,snapshot_isolation_network_monitoring_simplified,ser,30000,209,1
1,0,1,0,snapshot_isolation_network_monitoring_simplified,ser,30000,203,1
0,0,1,0,snapshot_isolation_network_monitoring_simplified,ser,30000,194,1
1,1,0,0,snapshot_isolation_network_monitoring_simplified,ser,30000,227,1
0,1,0,0,snapshot_isolation_network_monitoring_simplified,ser,30000,214,1
1,0,0,0,snapshot_isolation_network_monitoring_simplified,ser,30000,205,1
0,0,0,0,snapshot_isolation_network_monitoring_simplified,ser,30000,194,1
1,1,1,1,snapshot_isolation,ser,30000,227,1
0,1,1,1,snapshot_isolation,ser,30000,221,1
1,0,1,1,snapshot_isolation,ser,30000,210,1
0,0,1,1,snapshot_isolation,ser,30000,206,1
1,1,0,1,snapshot_isolation,ser,30000,233,1
0,1,0,1,snapshot_isolation,ser,30000,225,1
1,0,0,1,snapshot_isolation,ser,30000,217,1
0,0,0,1,snapshot_isolation,ser,30000,211,1
1,1,1,0,snapshot_isolation,ser,30000,225,1
0,1,1,0,snapshot_isolation,ser,30000,214,1
1,0,1,0,snapshot_isolation,ser,30000,212,1
0,0,1,0,snapshot_isolation,ser,30000,201,1
1,1,0,0,snapshot_isolation,ser,30000,236,1
0,1,0,0,snapshot_isolation,ser,30000,214,1
1,0,0,0,snapshot_isolation,ser,30000,221,1
0,0,0,0,snapshot_isolation,ser,30000,209,1
1,1,1,1,stateful_firewall,ser,30000,146,1
0,1,1,1,stateful_firewall,ser,30000,144,1
1,0,1,1,stateful_firewall,ser,30000,139,1
0,0,1,1,stateful_firewall,ser,30000,136,1
1,1,0,1,stateful_firewall,ser,30000,147,1
0,1,0,1,stateful_firewall,ser,30000,140,1
1,0,0,1,stateful_firewall,ser,30000,141,1
0,0,0,1,stateful_firewall,ser,30000,141,1
1,1,1,0,stateful_firewall,ser,30000,144,1
0,1,1,0,stateful_firewall,ser,30000,140,1
1,0,1,0,stateful_firewall,ser,30000,140,1
0,0,1,0,stateful_firewall,ser,30000,140,1
1,1,0,0,stateful_firewall,ser,30000,145,1
0,1,0,0,stateful_firewall,ser,30000,144,1
1,0,0,0,stateful_firewall,ser,30000,139,1
0,0,0,0,stateful_firewall,ser,30000,140,1
1,1,1,1,stateful_firewall_without_yields,ser,30000,129,1
0,1,1,1,stateful_firewall_without_yields,ser,30000,126,1
1,0,1,1,stateful_firewall_without_yields,ser,30000,124,1
0,0,1,1,stateful_firewall_without_yields,ser,30000,122,1
1,1,0,1,stateful_firewall_without_yields,ser,30000,129,1
0,1,0,1,stateful_firewall_without_yields,ser,30000,129,1
1,0,0,1,stateful_firewall_without_yields,ser,30000,131,1
0,0,0,1,stateful_firewall_without_yields,ser,30000,124,1
1,1,1,0,stateful_firewall_without_yields,ser,30000,125,1
0,1,1,0,stateful_firewall_without_yields,ser,30000,130,1
1,0,1,0,stateful_firewall_without_yields,ser,30000,122,1
0,0,1,0,stateful_firewall_without_yields,ser,30000,123,1
1,1,0,0,stateful_firewall_without_yields,ser,30000,132,1
0,1,0,0,stateful_firewall_without_yields,ser,30000,131,1
1,0,0,0,stateful_firewall_without_yields,ser,30000,125,1
0,0,0,0,stateful_firewall_without_yields,ser,30000,125,1
1,1,1,1,stop2,ser,30000,123,1
0,1,1,1,stop2,ser,30000,125,1
1,0,1,1,stop2,ser,30000,121,1
0,0,1,1,stop2,ser,30000,119,1
1,1,0,1,stop2,ser,30000,122,1
0,1,0,1,stop2,ser,30000,122,1
1,0,0,1,stop2,ser,30000,118,1
0,0,0,1,stop2,ser,30000,118,1
1,1,1,0,stop2,ser,30000,126,1
0,1,1,0,stop2,ser,30000,124,1
1,0,1,0,stop2,ser,30000,120,1
0,0,1,0,stop2,ser,30000,122,1
1,1,0,0,stop2,ser,30000,125,1
0,1,0,0,stop2,ser,30000,124,1
1,0,0,0,stop2,ser,30000,125,1
0,0,0,0,stop2,ser,30000,121,1
1,1,1,1,stop3a,ser,30000,142,1
0,1,1,1,stop3a,ser,30000,135,1
1,0,1,1,stop3a,ser,30000,142,1
0,0,1,1,stop3a,ser,30000,131,1
1,1,0,1,stop3a,ser,30000,140,1
0,1,0,1,stop3a,ser,30000,137,1
1,0,0,1,stop3a,ser,30000,145,1
0,0,0,1,stop3a,ser,30000,137,1
1,1,1,0,stop3a,ser,30000,144,1
0,1,1,0,stop3a,ser,30000,134,1
1,0,1,0,stop3a,ser,30000,135,1
0,0,1,0,stop3a,ser,30000,133,1
1,1,0,0,stop3a,ser,30000,140,1
0,1,0,0,stop3a,ser,30000,140,1
1,0,0,0,stop3a,ser,30000,136,1
0,0,0,0,stop3a,ser,30000,135,1
1,1,1,1,stop3,ser,30000,136,1
0,1,1,1,stop3,ser,30000,131,1
1,0,1,1,stop3,ser,30000,133,1
0,0,1,1,stop3,ser,30000,129,1
1,1,0,1,stop3,ser,30000,136,1
0,1,0,1,stop3,ser,30000,130,1
1,0,0,1,stop3,ser,30000,133,1
0,0,0,1,stop3,ser,30000,132,1
1,1,1,0,stop3,ser,30000,131,1
0,1,1,0,stop3,ser,30000,130,1
1,0,1,0,stop3,ser,30000,131,1
0,0,1,0,stop3,ser,30000,129,1
1,1,0,0,stop3,ser,30000,141,1
0,1,0,0,stop3,ser,30000,137,1
1,0,0,0,stop3,ser,30000,140,1
0,0,0,0,stop3,ser,30000,134,1
1,1,1,1,stop4a,ser,30000,147,1
0,1,1,1,stop4a,ser,30000,146,1
1,0,1,1,stop4a,ser,30000,145,1
0,0,1,1,stop4a,ser,30000,146,1
1,1,0,1,stop4a,ser,30000,138,1
0,1,0,1,stop4a,ser,30000,135,1
1,0,0,1,stop4a,ser,30000,137,1
0,0,0,1,stop4a,ser,30000,135,1
1,1,1,0,stop4a,ser,30000,147,1
0,1,1,0,stop4a,ser,30000,147,1
1,0,1,0,stop4a,ser,30000,138,1
0,0,1,0,stop4a,ser,30000,135,1
1,1,0,0,stop4a,ser,30000,138,1
0,1,0,0,stop4a,ser,30000,135,1
1,0,0,0,stop4a,ser,30000,136,1
0,0,0,0,stop4a,ser,30000,132,1
1,1,1,1,stop4,ser,30000,134,1
0,1,1,1,stop4,ser,30000,134,1
1,0,1,1,stop4,ser,30000,132,1
0,0,1,1,stop4,ser,30000,168,1
1,1,0,1,stop4,ser,30000,176,1
0,1,0,1,stop4,ser,30000,164,1
1,0,0,1,stop4,ser,30000,132,1
0,0,0,1,stop4,ser,30000,129,1
1,1,1,0,stop4,ser,30000,136,1
0,1,1,0,stop4,ser,30000,134,1
1,0,1,0,stop4,ser,30000,135,1
0,0,1,0,stop4,ser,30000,131,1
1,1,0,0,stop4,ser,30000,136,1
0,1,0,0,stop4,ser,30000,138,1
1,0,0,0,stop4,ser,30000,131,1
0,0,0,0,stop4,ser,30000,131,1
1,1,1,1,stop,ser,30000,127,1
0,1,1,1,stop,ser,30000,123,1
1,0,1,1,stop,ser,30000,132,1
0,0,1,1,stop,ser,30000,121,1
1,1,0,1,stop,ser,30000,127,1
0,1,0,1,stop,ser,30000,127,1
1,0,0,1,stop,ser,30000,130,1
0,0,0,1,stop,ser,30000,128,1
1,1,1,0,stop,ser,30000,127,1
0,1,1,0,stop,ser,30000,124,1
1,0,1,0,stop,ser,30000,127,1
0,0,1,0,stop,ser,30000,121,1
1,1,0,0,stop,ser,30000,131,1
0,1,0,0,stop,ser,30000,122,1
1,0,0,0,stop,ser,30000,127,1
0,0,0,0,stop,ser,30000,120,1
1,1,1,1,tricky2,ser,30000,282,1
0,1,1,1,tricky2,ser,30000,267,1
1,0,1,1,tricky2,ser,30000,217,1
0,0,1,1,tricky2,ser,30000,205,1
1,1,0,1,tricky2,ser,30000,864,1
0,1,0,1,tricky2,ser,30000,425,1
1,0,0,1,tricky2,ser,30000,363,1
0,0,0,1,tricky2,ser,30000,767,1
1,1,1,0,tricky2,ser,30000,282,1
0,1,1,0,tricky2,ser,30000,273,1
1,0,1,0,tricky2,ser,30000,221,1
0,0,1,0,tricky2,ser,30000,214,1
1,1,0,0,tricky2,ser,30000,429,1
0,1,0,0,tricky2,ser,30000,830,1
1,0,0,0,tricky2,ser,30000,761,1
0,0,0,0,tricky2,ser,30000,345,1
1,1,1,1,tricky3,ser,30000,384,1
0,1,1,1,tricky3,ser,30000,342,1
1,0,1,1,tricky3,ser,30000,302,1
0,0,1,1,tricky3,ser,30000,257,1
1,1,0,1,tricky3,ser,30000,901,1
0,1,0,1,tricky3,ser,30000,460,1
1,0,0,1,tricky3,ser,30000,395,1
0,0,0,1,tricky3,ser,30000,379,1
1,1,1,0,tricky3,ser,30000,416,1
0,1,1,0,tricky3,ser,30000,351,1
1,0,1,0,tricky3,ser,30000,279,1
0,0,1,0,tricky3,ser,30000,258,1
1,1,0,0,tricky3,ser,30000,911,1
0,1,0,0,tricky3,ser,30000,502,1
1,0,0,0,tricky3,ser,30000,824,1
0,0,0,0,tricky3,ser,30000,388,1
1,1,1,1,tricky3_ser,ser,30000,612,1
0,1,1,1,tricky3_ser,ser,30000,514,1
1,0,1,1,tricky3_ser,ser,30000,507,1
0,0,1,1,tricky3_ser,ser,30000,538,1
1,1,0,1,tricky3_ser,ser,30000,583,1
0,1,0,1,tricky3_ser,ser,30000,546,1
1,0,0,1,tricky3_ser,ser,30000,474,1
0,0,0,1,tricky3_ser,ser,30000,494,1
1,1,1,0,tricky3_ser,ser,30000,646,1
0,1,1,0,tricky3_ser,ser,30000,533,1
1,0,1,0,tricky3_ser,ser,30000,559,1
0,0,1,0,tricky3_ser,ser,30000,447,1
1,1,0,0,tricky3_ser,ser,30000,595,1
0,1,0,0,tricky3_ser,ser,30000,549,1
1,0,0,0,tricky3_ser,ser,30000,549,1
0,0,0,0,tricky3_ser,ser,30000,410,1
1,1,1,1,while_expr,ser,30000,85,1
0,1,1,1,while_expr,ser,30000,90,1
1,0,1,1,while_expr,ser,30000,87,1
0,0,1,1,while_expr,ser,30000,87,1
1,1,0,1,while_expr,ser,30000,88,1
0,1,0,1,while_expr,ser,30000,100,1
1,0,0,1,while_expr,ser,30000,101,1
0,0,0,1,while_expr,ser,30000,106,1
1,1,1,0,while_expr,ser,30000,101,1
0,1,1,0,while_expr,ser,30000,104,1
1,0,1,0,while_expr,ser,30000,113,1
0,0,1,0,while_expr,ser,30000,106,1
1,1,0,0,while_expr,ser,30000,97,1
0,1,0,0,while_expr,ser,30000,106,1
1,0,0,0,while_expr,ser,30000,102,1
0,0,0,0,while_expr,ser,30000,105,1
1,1,1,1,with_comments,ser,30000,93,1
0,1,1,1,with_comments,ser,30000,107,1
1,0,1,1,with_comments,ser,30000,104,1
0,0,1,1,with_comments,ser,30000,96,1
1,1,0,1,with_comments,ser,30000,104,1
0,1,0,1,with_comments,ser,30000,86,1
1,0,0,1,with_comments,ser,30000,87,1
0,0,0,1,with_comments,ser,30000,114,1
1,1,1,0,with_comments,ser,30000,83,1
0,1,1,0,with_comments,ser,30000,95,1
1,0,1,0,with_comments,ser,30000,87,1
0,0,1,0,with_comments,ser,30000,88,1
1,1,0,0,with_comments,ser,30000,90,1
0,1,0,0,with_comments,ser,30000,85,1
1,0,0,0,with_comments,ser,30000,84,1
0,0,0,0,with_comments,ser,30000,83,1
1,1,1,1,yield_expr,ser,30000,83,1
0,1,1,1,yield_expr,ser,30000,87,1
1,0,1,1,yield_expr,ser,30000,87,1
0,0,1,1,yield_expr,ser,30000,95,1
1,1,0,1,yield_expr,ser,30000,86,1
0,1,0,1,yield_expr,ser,30000,95,1
1,0,0,1,yield_expr,ser,30000,88,1
0,0,0,1,yield_expr,ser,30000,88,1
1,1,1,0,yield_expr,ser,30000,90,1
0,1,1,0,yield_expr,ser,30000,83,1
1,0,1,0,yield_expr,ser,30000,87,1
0,0,1,0,yield_expr,ser,30000,88,1
1,1,0,0,yield_expr,ser,30000,89,1
0,1,0,0,yield_expr,ser,30000,88,1
1,0,0,0,yield_expr,ser,30000,85,1
0,0,0,0,yield_expr,ser,30000,91,1
1,1,1,1,data_flow,json,60000,116,1
0,1,1,1,data_flow,json,60000,110,1
1,0,1,1,data_flow,json,60000,114,1
0,0,1,1,data_flow,json,60000,110,1
1,1,0,1,data_flow,json,60000,109,1
0,1,0,1,data_flow,json,60000,112,1
1,0,0,1,data_flow,json,60000,119,1
0,0,0,1,data_flow,json,60000,117,1
1,1,1,0,data_flow,json,60000,134,1
0,1,1,0,data_flow,json,60000,117,1
1,0,1,0,data_flow,json,60000,111,1
0,0,1,0,data_flow,json,60000,116,1
1,1,0,0,data_flow,json,60000,112,1
0,1,0,0,data_flow,json,60000,110,1
1,0,0,0,data_flow,json,60000,115,1
0,0,0,0,data_flow,json,60000,116,1
1,1,1,1,login_flow,json,60000,130,1
0,1,1,1,login_flow,json,60000,129,1
1,0,1,1,login_flow,json,60000,165,1
0,0,1,1,login_flow,json,60000,282,1
1,1,0,1,login_flow,json,60000,87,1
0,1,0,1,login_flow,json,60000,92,1
1,0,0,1,login_flow,json,60000,95,1
0,0,0,1,login_flow,json,60000,93,1
1,1,1,0,login_flow,json,60000,136,1
0,1,1,0,login_flow,json,60000,135,1
1,0,1,0,login_flow,json,60000,296,1
0,0,1,0,login_flow,json,60000,166,1
1,1,0,0,login_flow,json,60000,101,1
0,1,0,0,login_flow,json,60000,93,1
1,0,0,0,login_flow,json,60000,93,1
0,0,0,0,login_flow,json,60000,96,1
1,1,1,1,shopping_cart,json,60000,200,1
0,1,1,1,shopping_cart,json,60000,213,1
1,0,1,1,shopping_cart,json,60000,116,1
0,0,1,1,shopping_cart,json,60000,113,1
1,1,0,1,shopping_cart,json,60000,2086,1
0,1,0,1,shopping_cart,json,60000,183,1
1,0,0,1,shopping_cart,json,60000,154,1
0,0,0,1,shopping_cart,json,60000,2007,1
1,1,1,0,shopping_cart,json,60000,223,1
0,1,1,0,shopping_cart,json,60000,239,1
1,0,1,0,shopping_cart,json,60000,99,1
0,0,1,0,shopping_cart,json,60000,108,1
1,1,0,0,shopping_cart,json,60000,1878,1
0,1,0,0,shopping_cart,json,60000,1745,1
1,0,0,0,shopping_cart,json,60000,151,1
0,0,0,0,shopping_cart,json,60000,1511,1
1,1,1,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,122,1
0,1,1,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,112,1
1,0,1,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,111,1
0,0,1,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,120,1
1,1,0,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,120,1
0,1,0,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,117,1
1,0,0,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,121,1
0,0,0,1,snapshot_isolation_directly_as_NS_without_yields,json,60000,127,1
1,1,1,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,126,1
0,1,1,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,126,1
1,0,1,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,117,1
0,0,1,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,119,1
1,1,0,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,117,1
0,1,0,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,117,1
1,0,0,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,116,1
0,0,0,0,snapshot_isolation_directly_as_NS_without_yields,json,60000,110,1
1,1,1,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,122,1
0,1,1,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,120,1
1,0,1,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,133,1
0,0,1,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,124,1
1,1,0,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,125,1
0,1,0,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,122,1
1,0,0,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,138,1
0,0,0,1,snapshot_isolation_directly_as_NS_with_yields,json,60000,135,1
1,1,1,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,131,1
0,1,1,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,143,1
1,0,1,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,139,1
0,0,1,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,129,1
1,1,0,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,126,1
0,1,0,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,125,1
1,0,0,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,129,1
0,0,0,0,snapshot_isolation_directly_as_NS_with_yields,json,60000,132,1
1,1,1,1,state_machine,json,60000,158,1
0,1,1,1,state_machine,json,60000,159,1
1,0,1,1,state_machine,json,60000,398,1
0,0,1,1,state_machine,json,60000,392,1
1,1,0,1,state_machine,json,60000,101,1
0,1,0,1,state_machine,json,60000,100,1
1,0,0,1,state_machine,json,60000,107,1
0,0,0,1,state_machine,json,60000,102,1
1,1,1,0,state_machine,json,60000,138,1
0,1,1,0,state_machine,json,60000,139,1
1,0,1,0,state_machine,json,60000,408,1
0,0,1,0,state_machine,json,60000,246,1
1,1,0,0,state_machine,json,60000,104,1
0,1,0,0,state_machine,json,60000,98,1
1,0,0,0,state_machine,json,60000,104,1
0,0,0,0,state_machine,json,60000,102,1
1,1,1,1,data_flow,json,10000,101,1
0,1,1,1,data_flow,json,10000,98,1
1,0,1,1,data_flow,json,10000,101,1
0,0,1,1,data_flow,json,10000,104,1
1,1,0,1,data_flow,json,10000,105,1
0,1,0,1,data_flow,json,10000,103,1
1,0,0,1,data_flow,json,10000,99,1
0,0,0,1,data_flow,json,10000,100,1
1,1,1,0,data_flow,json,10000,103,1
0,1,1,0,data_flow,json,10000,102,1
1,0,1,0,data_flow,json,10000,101,1
0,0,1,0,data_flow,json,10000,100,1
1,1,0,0,data_flow,json,10000,102,1
0,1,0,0,data_flow,json,10000,107,1
1,0,0,0,data_flow,json,10000,100,1
0,0,0,0,data_flow,json,10000,102,1
1,1,1,1,login_flow,json,10000,112,1
0,1,1,1,login_flow,json,10000,115,1
1,0,1,1,login_flow,json,10000,151,1
