bidirectional ON,remove-redundant ON,generate-less ON,smart-kleene-order ON,benchmark,type,timeout_ms,time_ms,terminated
0,0,1,1,login_flow,json,10000,258,1
1,1,0,1,login_flow,json,10000,91,1
0,1,0,1,login_flow,json,10000,103,1
1,0,0,1,login_flow,json,10000,89,1
0,0,0,1,login_flow,json,10000,85,1
1,1,1,0,login_flow,json,10000,116,1
0,1,1,0,login_flow,json,10000,110,1
1,0,1,0,login_flow,json,10000,153,1
0,0,1,0,login_flow,json,10000,146,1
1,1,0,0,login_flow,json,10000,87,1
0,1,0,0,login_flow,json,10000,87,1
1,0,0,0,login_flow,json,10000,91,1
0,0,0,0,login_flow,json,10000,92,1
1,1,1,1,shopping_cart,json,10000,171,1
0,1,1,1,shopping_cart,json,10000,193,1
1,0,1,1,shopping_cart,json,10000,86,1
0,0,1,1,shopping_cart,json,10000,86,1
1,1,0,1,shopping_cart,json,10000,1687,1
0,1,0,1,shopping_cart,json,10000,130,1
1,0,0,1,shopping_cart,json,10000,1461,1
0,0,0,1,shopping_cart,json,10000,1701,1
1,1,1,0,shopping_cart,json,10000,170,1
0,1,1,0,shopping_cart,json,10000,188,1
1,0,1,0,shopping_cart,json,10000,88,1
0,0,1,0,shopping_cart,json,10000,91,1
1,1,0,0,shopping_cart,json,10000,138,1
0,1,0,0,shopping_cart,json,10000,1412,1
1,0,0,0,shopping_cart,json,10000,1777,1
0,0,0,0,shopping_cart,json,10000,1561,1
1,1,1,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,107,1
0,1,1,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,108,1
1,0,1,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,101,1
0,0,1,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,103,1
1,1,0,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,105,1
0,1,0,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,110,1
1,0,0,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,109,1
0,0,0,1,snapshot_isolation_directly_as_NS_without_yields,json,10000,109,1
1,1,1,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,107,1
0,1,1,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,105,1
1,0,1,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,114,1
0,0,1,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,108,1
1,1,0,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,111,1
0,1,0,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,109,1
1,0,0,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,103,1
0,0,0,0,snapshot_isolation_directly_as_NS_without_yields,json,10000,105,1
1,1,1,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,111,1
0,1,1,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,117,1
1,0,1,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,117,1
0,0,1,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,117,1
1,1,0,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,119,1
0,1,0,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,121,1
1,0,0,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,114,1
0,0,0,1,snapshot_isolation_directly_as_NS_with_yields,json,10000,113,1
1,1,1,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,117,1
0,1,1,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,113,1
1,0,1,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,120,1
0,0,1,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,116,1
1,1,0,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,116,1
0,1,0,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,113,1
1,0,0,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,115,1
0,0,0,0,snapshot_isolation_directly_as_NS_with_yields,json,10000,113,1
1,1,1,1,state_machine,json,10000,134,1
0,1,1,1,state_machine,json,10000,121,1
1,0,1,1,state_machine,json,10000,352,1
0,0,1,1,state_machine,json,10000,357,1
1,1,0,1,state_machine,json,10000,94,1
0,1,0,1,state_machine,json,10000,101,1
1,0,0,1,state_machine,json,10000,94,1
0,0,0,1,state_machine,json,10000,95,1
1,1,1,0,state_machine,json,10000,125,1
0,1,1,0,state_machine,json,10000,126,1
1,0,1,0,state_machine,json,10000,210,1
0,0,1,0,state_machine,json,10000,407,1
1,1,0,0,state_machine,json,10000,117,1
0,1,0,0,state_machine,json,10000,109,1
1,0,0,0,state_machine,json,10000,108,1
0,0,0,0,state_machine,json,10000,103,1
1,1,1,1,arithmetic,ser,10000,89,1
0,1,1,1,arithmetic,ser,10000,88,1
1,0,1,1,arithmetic,ser,10000,87,1
0,0,1,1,arithmetic,ser,10000,88,1
1,1,0,1,arithmetic,ser,10000,86,1
0,1,0,1,arithmetic,ser,10000,90,1
1,0,0,1,arithmetic,ser,10000,87,1
0,0,0,1,arithmetic,ser,10000,87,1
1,1,1,0,arithmetic,ser,10000,86,1
0,1,1,0,arithmetic,ser,10000,84,1
1,0,1,0,arithmetic,ser,10000,86,1
0,0,1,0,arithmetic,ser,10000,85,1
1,1,0,0,arithmetic,ser,10000,89,1
0,1,0,0,arithmetic,ser,10000,88,1
1,0,0,0,arithmetic,ser,10000,85,1
0,0,0,0,arithmetic,ser,10000,83,1
1,1,1,1,bank,ser,10000,4195,1
0,1,1,1,bank,ser,10000,4458,1
1,0,1,1,bank,ser,10000,7267,1
0,0,1,1,bank,ser,10000,6386,1
1,1,0,1,bank,ser,10000,10283,0
0,1,0,1,bank,ser,10000,4419,1
1,0,0,1,bank,ser,10000,4928,1
0,0,0,1,bank,ser,10000,10057,0
1,1,1,0,bank,ser,10000,4774,1
0,1,1,0,bank,ser,10000,4422,1
1,0,1,0,bank,ser,10000,10018,0
0,0,1,0,bank,ser,10000,6849,1
1,1,0,0,bank,ser,10000,10176,0
0,1,0,0,bank,ser,10000,3571,1
1,0,0,0,bank,ser,10000,10104,0
0,0,0,0,bank,ser,10000,10119,0
1,1,1,1,bank_without_yields,ser,10000,1526,1
0,1,1,1,bank_without_yields,ser,10000,1186,1
1,0,1,1,bank_without_yields,ser,10000,2804,1
0,0,1,1,bank_without_yields,ser,10000,2827,1
1,1,0,1,bank_without_yields,ser,10000,540,1
0,1,0,1,bank_without_yields,ser,10000,10203,0
1,0,0,1,bank_without_yields,ser,10000,425,1
0,0,0,1,bank_without_yields,ser,10000,10364,0
1,1,1,0,bank_without_yields,ser,10000,1257,1
0,1,1,0,bank_without_yields,ser,10000,1127,1
1,0,1,0,bank_without_yields,ser,10000,2889,1
0,0,1,0,bank_without_yields,ser,10000,3833,1
1,1,0,0,bank_without_yields,ser,10000,275,1
0,1,0,0,bank_without_yields,ser,10000,248,1
1,0,0,0,bank_without_yields,ser,10000,6969,1
0,0,0,0,bank_without_yields,ser,10000,10297,0
1,1,1,1,BGP_routing,ser,10000,725,1
0,1,1,1,BGP_routing,ser,10000,693,1
1,0,1,1,BGP_routing,ser,10000,613,1
0,0,1,1,BGP_routing,ser,10000,521,1
1,1,0,1,BGP_routing,ser,10000,10097,0
0,1,0,1,BGP_routing,ser,10000,10054,0
1,0,0,1,BGP_routing,ser,10000,10030,0
0,0,0,1,BGP_routing,ser,10000,10242,0
1,1,1,0,BGP_routing,ser,10000,698,1
0,1,1,0,BGP_routing,ser,10000,675,1
1,0,1,0,BGP_routing,ser,10000,543,1
0,0,1,0,BGP_routing,ser,10000,472,1
1,1,0,0,BGP_routing,ser,10000,10166,0
0,1,0,0,BGP_routing,ser,10000,10177,0
1,0,0,0,BGP_routing,ser,10000,10108,0
0,0,0,0,BGP_routing,ser,10000,10202,0
1,1,1,1,boolean_ops,ser,10000,94,1
0,1,1,1,boolean_ops,ser,10000,97,1
1,0,1,1,boolean_ops,ser,10000,89,1
0,0,1,1,boolean_ops,ser,10000,91,1
1,1,0,1,boolean_ops,ser,10000,93,1
0,1,0,1,boolean_ops,ser,10000,90,1
1,0,0,1,boolean_ops,ser,10000,91,1
0,0,0,1,boolean_ops,ser,10000,95,1
1,1,1,0,boolean_ops,ser,10000,93,1
0,1,1,0,boolean_ops,ser,10000,94,1
1,0,1,0,boolean_ops,ser,10000,92,1
0,0,1,0,boolean_ops,ser,10000,89,1
1,1,0,0,boolean_ops,ser,10000,90,1
0,1,0,0,boolean_ops,ser,10000,94,1
1,0,0,0,boolean_ops,ser,10000,88,1
0,0,0,0,boolean_ops,ser,10000,91,1
1,1,1,1,complex_expr,ser,10000,91,1
0,1,1,1,complex_expr,ser,10000,93,1
1,0,1,1,complex_expr,ser,10000,90,1
0,0,1,1,complex_expr,ser,10000,87,1
1,1,0,1,complex_expr,ser,10000,90,1
0,1,0,1,complex_expr,ser,10000,101,1
1,0,0,1,complex_expr,ser,10000,94,1
0,0,0,1,complex_expr,ser,10000,91,1
1,1,1,0,complex_expr,ser,10000,93,1
0,1,1,0,complex_expr,ser,10000,90,1
1,0,1,0,complex_expr,ser,10000,91,1
0,0,1,0,complex_expr,ser,10000,87,1
1,1,0,0,complex_expr,ser,10000,90,1
0,1,0,0,complex_expr,ser,10000,90,1
1,0,0,0,complex_expr,ser,10000,90,1
0,0,0,0,complex_expr,ser,10000,97,1
1,1,1,1,complex_while_with_yields,ser,10000,195,1
0,1,1,1,complex_while_with_yields,ser,10000,213,1
1,0,1,1,complex_while_with_yields,ser,10000,162,1
0,0,1,1,complex_while_with_yields,ser,10000,168,1
1,1,0,1,complex_while_with_yields,ser,10000,201,1
0,1,0,1,complex_while_with_yields,ser,10000,207,1
1,0,0,1,complex_while_with_yields,ser,10000,193,1
0,0,0,1,complex_while_with_yields,ser,10000,173,1
1,1,1,0,complex_while_with_yields,ser,10000,226,1
0,1,1,0,complex_while_with_yields,ser,10000,209,1
1,0,1,0,complex_while_with_yields,ser,10000,194,1
0,0,1,0,complex_while_with_yields,ser,10000,188,1
1,1,0,0,complex_while_with_yields,ser,10000,212,1
0,1,0,0,complex_while_with_yields,ser,10000,207,1
1,0,0,0,complex_while_with_yields,ser,10000,176,1
0,0,0,0,complex_while_with_yields,ser,10000,184,1
1,1,1,1,equality_check,ser,10000,104,1
0,1,1,1,equality_check,ser,10000,102,1
1,0,1,1,equality_check,ser,10000,105,1
0,0,1,1,equality_check,ser,10000,98,1
1,1,0,1,equality_check,ser,10000,100,1
0,1,0,1,equality_check,ser,10000,95,1
1,0,0,1,equality_check,ser,10000,96,1
0,0,0,1,equality_check,ser,10000,100,1
1,1,1,0,equality_check,ser,10000,102,1
0,1,1,0,equality_check,ser,10000,96,1
1,0,1,0,equality_check,ser,10000,120,1
0,0,1,0,equality_check,ser,10000,102,1
1,1,0,0,equality_check,ser,10000,96,1
0,1,0,0,equality_check,ser,10000,109,1
1,0,0,0,equality_check,ser,10000,100,1
0,0,0,0,equality_check,ser,10000,121,1
1,1,1,1,ex,ser,10000,146,1
0,1,1,1,ex,ser,10000,125,1
1,0,1,1,ex,ser,10000,110,1
0,0,1,1,ex,ser,10000,110,1
1,1,0,1,ex,ser,10000,109,1
0,1,0,1,ex,ser,10000,110,1
1,0,0,1,ex,ser,10000,112,1
0,0,0,1,ex,ser,10000,127,1
1,1,1,0,ex,ser,10000,129,1
0,1,1,0,ex,ser,10000,126,1
1,0,1,0,ex,ser,10000,114,1
0,0,1,0,ex,ser,10000,108,1
1,1,0,0,ex,ser,10000,112,1
0,1,0,0,ex,ser,10000,116,1
1,0,0,0,ex,ser,10000,122,1
0,0,0,0,ex,ser,10000,132,1
1,1,1,1,flag_non_ser,ser,10000,154,1
0,1,1,1,flag_non_ser,ser,10000,132,1
1,0,1,1,flag_non_ser,ser,10000,123,1
0,0,1,1,flag_non_ser,ser,10000,111,1
1,1,0,1,flag_non_ser,ser,10000,118,1
0,1,0,1,flag_non_ser,ser,10000,118,1
1,0,0,1,flag_non_ser,ser,10000,130,1
0,0,0,1,flag_non_ser,ser,10000,118,1
1,1,1,0,flag_non_ser,ser,10000,119,1
0,1,1,0,flag_non_ser,ser,10000,114,1
1,0,1,0,flag_non_ser,ser,10000,117,1
0,0,1,0,flag_non_ser,ser,10000,117,1
1,1,0,0,flag_non_ser,ser,10000,116,1
0,1,0,0,flag_non_ser,ser,10000,117,1
1,0,0,0,flag_non_ser,ser,10000,118,1
0,0,0,0,flag_non_ser,ser,10000,121,1
1,1,1,1,flag_non_ser_turned_ser,ser,10000,105,1
0,1,1,1,flag_non_ser_turned_ser,ser,10000,107,1
1,0,1,1,flag_non_ser_turned_ser,ser,10000,102,1
0,0,1,1,flag_non_ser_turned_ser,ser,10000,101,1
1,1,0,1,flag_non_ser_turned_ser,ser,10000,102,1
0,1,0,1,flag_non_ser_turned_ser,ser,10000,105,1
1,0,0,1,flag_non_ser_turned_ser,ser,10000,103,1
0,0,0,1,flag_non_ser_turned_ser,ser,10000,100,1
1,1,1,0,flag_non_ser_turned_ser,ser,10000,102,1
0,1,1,0,flag_non_ser_turned_ser,ser,10000,104,1
1,0,1,0,flag_non_ser_turned_ser,ser,10000,114,1
0,0,1,0,flag_non_ser_turned_ser,ser,10000,132,1
1,1,0,0,flag_non_ser_turned_ser,ser,10000,115,1
0,1,0,0,flag_non_ser_turned_ser,ser,10000,111,1
1,0,0,0,flag_non_ser_turned_ser,ser,10000,105,1
0,0,0,0,flag_non_ser_turned_ser,ser,10000,106,1
1,1,1,1,fred2_arith,ser,10000,237,1
0,1,1,1,fred2_arith,ser,10000,227,1
1,0,1,1,fred2_arith,ser,10000,243,1
0,0,1,1,fred2_arith,ser,10000,233,1
1,1,0,1,fred2_arith,ser,10000,632,1
0,1,0,1,fred2_arith,ser,10000,546,1
1,0,0,1,fred2_arith,ser,10000,567,1
0,0,0,1,fred2_arith,ser,10000,538,1
1,1,1,0,fred2_arith,ser,10000,244,1
0,1,1,0,fred2_arith,ser,10000,258,1
1,0,1,0,fred2_arith,ser,10000,224,1
0,0,1,0,fred2_arith,ser,10000,327,1
1,1,0,0,fred2_arith,ser,10000,2391,1
0,1,0,0,fred2_arith,ser,10000,1551,1
1,0,0,0,fred2_arith,ser,10000,250,1
0,0,0,0,fred2_arith,ser,10000,10339,0
1,1,1,1,fred2,ser,10000,233,1
0,1,1,1,fred2,ser,10000,222,1
1,0,1,1,fred2,ser,10000,221,1
0,0,1,1,fred2,ser,10000,212,1
1,1,0,1,fred2,ser,10000,557,1
0,1,0,1,fred2,ser,10000,520,1
1,0,0,1,fred2,ser,10000,539,1
0,0,0,1,fred2,ser,10000,512,1
1,1,1,0,fred2,ser,10000,224,1
0,1,1,0,fred2,ser,10000,232,1
1,0,1,0,fred2,ser,10000,291,1
0,0,1,0,fred2,ser,10000,211,1
1,1,0,0,fred2,ser,10000,258,1
0,1,0,0,fred2,ser,10000,10237,0
1,0,0,0,fred2,ser,10000,152,1
0,0,0,0,fred2,ser,10000,2134,1
1,1,1,1,fred_arith,ser,10000,154,1
0,1,1,1,fred_arith,ser,10000,141,1
1,0,1,1,fred_arith,ser,10000,141,1
0,0,1,1,fred_arith,ser,10000,137,1
1,1,0,1,fred_arith,ser,10000,466,1
0,1,0,1,fred_arith,ser,10000,482,1
1,0,0,1,fred_arith,ser,10000,460,1
0,0,0,1,fred_arith,ser,10000,448,1
1,1,1,0,fred_arith,ser,10000,167,1
0,1,1,0,fred_arith,ser,10000,141,1
1,0,1,0,fred_arith,ser,10000,145,1
0,0,1,0,fred_arith,ser,10000,197,1
1,1,0,0,fred_arith,ser,10000,10293,0
0,1,0,0,fred_arith,ser,10000,573,1
1,0,0,0,fred_arith,ser,10000,446,1
0,0,0,0,fred_arith,ser,10000,10243,0
1,1,1,1,fred_arith_simplified_until_1,ser,10000,112,1
0,1,1,1,fred_arith_simplified_until_1,ser,10000,112,1
1,0,1,1,fred_arith_simplified_until_1,ser,10000,121,1
0,0,1,1,fred_arith_simplified_until_1,ser,10000,117,1
1,1,0,1,fred_arith_simplified_until_1,ser,10000,122,1
0,1,0,1,fred_arith_simplified_until_1,ser,10000,143,1
1,0,0,1,fred_arith_simplified_until_1,ser,10000,129,1
0,0,0,1,fred_arith_simplified_until_1,ser,10000,134,1
1,1,1,0,fred_arith_simplified_until_1,ser,10000,136,1
0,1,1,0,fred_arith_simplified_until_1,ser,10000,123,1
1,0,1,0,fred_arith_simplified_until_1,ser,10000,131,1
0,0,1,0,fred_arith_simplified_until_1,ser,10000,137,1
1,1,0,0,fred_arith_simplified_until_1,ser,10000,134,1
0,1,0,0,fred_arith_simplified_until_1,ser,10000,133,1
1,0,0,0,fred_arith_simplified_until_1,ser,10000,153,1
0,0,0,0,fred_arith_simplified_until_1,ser,10000,147,1
1,1,1,1,fred_arith_simplified_until_2,ser,10000,155,1
0,1,1,1,fred_arith_simplified_until_2,ser,10000,153,1
1,0,1,1,fred_arith_simplified_until_2,ser,10000,143,1
0,0,1,1,fred_arith_simplified_until_2,ser,10000,135,1
1,1,0,1,fred_arith_simplified_until_2,ser,10000,147,1
0,1,0,1,fred_arith_simplified_until_2,ser,10000,138,1
1,0,0,1,fred_arith_simplified_until_2,ser,10000,139,1
0,0,0,1,fred_arith_simplified_until_2,ser,10000,137,1
1,1,1,0,fred_arith_simplified_until_2,ser,10000,130,1
0,1,1,0,fred_arith_simplified_until_2,ser,10000,126,1
1,0,1,0,fred_arith_simplified_until_2,ser,10000,124,1
0,0,1,0,fred_arith_simplified_until_2,ser,10000,124,1
1,1,0,0,fred_arith_simplified_until_2,ser,10000,131,1
0,1,0,0,fred_arith_simplified_until_2,ser,10000,156,1
1,0,0,0,fred_arith_simplified_until_2,ser,10000,142,1
0,0,0,0,fred_arith_simplified_until_2,ser,10000,160,1
1,1,1,1,fred_arith_tricky2,ser,10000,167,1
0,1,1,1,fred_arith_tricky2,ser,10000,151,1
1,0,1,1,fred_arith_tricky2,ser,10000,141,1
0,0,1,1,fred_arith_tricky2,ser,10000,138,1
1,1,0,1,fred_arith_tricky2,ser,10000,145,1
0,1,0,1,fred_arith_tricky2,ser,10000,140,1
1,0,0,1,fred_arith_tricky2,ser,10000,142,1
0,0,0,1,fred_arith_tricky2,ser,10000,139,1
1,1,1,0,fred_arith_tricky2,ser,10000,153,1
0,1,1,0,fred_arith_tricky2,ser,10000,146,1
1,0,1,0,fred_arith_tricky2,ser,10000,142,1
0,0,1,0,fred_arith_tricky2,ser,10000,146,1
1,1,0,0,fred_arith_tricky2,ser,10000,163,1
0,1,0,0,fred_arith_tricky2,ser,10000,164,1
1,0,0,0,fred_arith_tricky2,ser,10000,174,1
0,0,0,0,fred_arith_tricky2,ser,10000,157,1
1,1,1,1,fred_arith_tricky3,ser,10000,209,1
0,1,1,1,fred_arith_tricky3,ser,10000,198,1
1,0,1,1,fred_arith_tricky3,ser,10000,205,1
0,0,1,1,fred_arith_tricky3,ser,10000,202,1
1,1,0,1,fred_arith_tricky3,ser,10000,221,1
0,1,0,1,fred_arith_tricky3,ser,10000,201,1
1,0,0,1,fred_arith_tricky3,ser,10000,194,1
0,0,0,1,fred_arith_tricky3,ser,10000,253,1
1,1,1,0,fred_arith_tricky3,ser,10000,209,1
0,1,1,0,fred_arith_tricky3,ser,10000,246,1
1,0,1,0,fred_arith_tricky3,ser,10000,196,1
0,0,1,0,fred_arith_tricky3,ser,10000,183,1
1,1,0,0,fred_arith_tricky3,ser,10000,198,1
0,1,0,0,fred_arith_tricky3,ser,10000,202,1
1,0,0,0,fred_arith_tricky3,ser,10000,177,1
0,0,0,0,fred_arith_tricky3,ser,10000,167,1
1,1,1,1,fred_arith_tricky,ser,10000,158,1
0,1,1,1,fred_arith_tricky,ser,10000,155,1
1,0,1,1,fred_arith_tricky,ser,10000,155,1
0,0,1,1,fred_arith_tricky,ser,10000,148,1
1,1,0,1,fred_arith_tricky,ser,10000,161,1
0,1,0,1,fred_arith_tricky,ser,10000,162,1
1,0,0,1,fred_arith_tricky,ser,10000,174,1
0,0,0,1,fred_arith_tricky,ser,10000,194,1
1,1,1,0,fred_arith_tricky,ser,10000,182,1
0,1,1,0,fred_arith_tricky,ser,10000,163,1
1,0,1,0,fred_arith_tricky,ser,10000,165,1
0,0,1,0,fred_arith_tricky,ser,10000,155,1
1,1,0,0,fred_arith_tricky,ser,10000,165,1
0,1,0,0,fred_arith_tricky,ser,10000,175,1
1,0,0,0,fred_arith_tricky,ser,10000,202,1
0,0,0,0,fred_arith_tricky,ser,10000,195,1
1,1,1,1,fred,ser,10000,174,1
0,1,1,1,fred,ser,10000,156,1
1,0,1,1,fred,ser,10000,190,1
0,0,1,1,fred,ser,10000,167,1
1,1,0,1,fred,ser,10000,611,1
0,1,0,1,fred,ser,10000,581,1
1,0,0,1,fred,ser,10000,691,1
0,0,0,1,fred,ser,10000,687,1
1,1,1,0,fred,ser,10000,221,1
0,1,1,0,fred,ser,10000,188,1
1,0,1,0,fred,ser,10000,184,1
0,0,1,0,fred,ser,10000,191,1
1,1,0,0,fred,ser,10000,623,1
0,1,0,0,fred,ser,10000,1392,1
1,0,0,0,fred,ser,10000,215,1
0,0,0,0,fred,ser,10000,220,1
1,1,1,1,funny,ser,10000,119,1
0,1,1,1,funny,ser,10000,123,1
1,0,1,1,funny,ser,10000,119,1
0,0,1,1,funny,ser,10000,118,1
1,1,0,1,funny,ser,10000,119,1
0,1,0,1,funny,ser,10000,121,1
1,0,0,1,funny,ser,10000,123,1
0,0,0,1,funny,ser,10000,127,1
1,1,1,0,funny,ser,10000,122,1
0,1,1,0,funny,ser,10000,123,1
1,0,1,0,funny,ser,10000,118,1
0,0,1,0,funny,ser,10000,117,1
1,1,0,0,funny,ser,10000,115,1
0,1,0,0,funny,ser,10000,125,1
1,0,0,0,funny,ser,10000,122,1
0,0,0,0,funny,ser,10000,118,1
1,1,1,1,globals,ser,10000,116,1
0,1,1,1,globals,ser,10000,115,1
1,0,1,1,globals,ser,10000,136,1
0,0,1,1,globals,ser,10000,121,1
1,1,0,1,globals,ser,10000,120,1
0,1,0,1,globals,ser,10000,123,1
1,0,0,1,globals,ser,10000,125,1
0,0,0,1,globals,ser,10000,113,1
1,1,1,0,globals,ser,10000,117,1
0,1,1,0,globals,ser,10000,115,1
1,0,1,0,globals,ser,10000,112,1
0,0,1,0,globals,ser,10000,111,1
1,1,0,0,globals,ser,10000,112,1
0,1,0,0,globals,ser,10000,118,1
1,0,0,0,globals,ser,10000,113,1
0,0,0,0,globals,ser,10000,114,1
1,1,1,1,if_expr,ser,10000,92,1
0,1,1,1,if_expr,ser,10000,94,1
1,0,1,1,if_expr,ser,10000,91,1
0,0,1,1,if_expr,ser,10000,96,1
1,1,0,1,if_expr,ser,10000,91,1
0,1,0,1,if_expr,ser,10000,91,1
1,0,0,1,if_expr,ser,10000,89,1
0,0,0,1,if_expr,ser,10000,91,1
1,1,1,0,if_expr,ser,10000,93,1
0,1,1,0,if_expr,ser,10000,90,1
1,0,1,0,if_expr,ser,10000,92,1
0,0,1,0,if_expr,ser,10000,91,1
1,1,0,0,if_expr,ser,10000,90,1
0,1,0,0,if_expr,ser,10000,92,1
1,0,0,0,if_expr,ser,10000,93,1
0,0,0,0,if_expr,ser,10000,92,1
1,1,1,1,if_while,ser,10000,96,1
0,1,1,1,if_while,ser,10000,96,1
1,0,1,1,if_while,ser,10000,92,1
0,0,1,1,if_while,ser,10000,94,1
1,1,0,1,if_while,ser,10000,96,1
0,1,0,1,if_while,ser,10000,96,1
1,0,0,1,if_while,ser,10000,95,1
0,0,0,1,if_while,ser,10000,94,1
1,1,1,0,if_while,ser,10000,95,1
0,1,1,0,if_while,ser,10000,91,1
1,0,1,0,if_while,ser,10000,92,1
0,0,1,0,if_while,ser,10000,96,1
1,1,0,0,if_while,ser,10000,94,1
0,1,0,0,if_while,ser,10000,95,1
1,0,0,0,if_while,ser,10000,98,1
0,0,0,0,if_while,ser,10000,94,1
1,1,1,1,incrdecr,ser,10000,127,1
0,1,1,1,incrdecr,ser,10000,127,1
1,0,1,1,incrdecr,ser,10000,125,1
0,0,1,1,incrdecr,ser,10000,124,1
1,1,0,1,incrdecr,ser,10000,131,1
0,1,0,1,incrdecr,ser,10000,132,1
1,0,0,1,incrdecr,ser,10000,136,1
0,0,0,1,incrdecr,ser,10000,132,1
1,1,1,0,incrdecr,ser,10000,128,1
0,1,1,0,incrdecr,ser,10000,130,1
1,0,1,0,incrdecr,ser,10000,125,1
0,0,1,0,incrdecr,ser,10000,128,1
1,1,0,0,incrdecr,ser,10000,134,1
0,1,0,0,incrdecr,ser,10000,140,1
1,0,0,0,incrdecr,ser,10000,129,1
0,0,0,0,incrdecr,ser,10000,156,1
1,1,1,1,less_simple_ser,ser,10000,142,1
0,1,1,1,less_simple_ser,ser,10000,137,1
1,0,1,1,less_simple_ser,ser,10000,339,1
0,0,1,1,less_simple_ser,ser,10000,152,1
1,1,0,1,less_simple_ser,ser,10000,99,1
0,1,0,1,less_simple_ser,ser,10000,10293,0
1,0,0,1,less_simple_ser,ser,10000,10337,0
0,0,0,1,less_simple_ser,ser,10000,10317,0
1,1,1,0,less_simple_ser,ser,10000,141,1
0,1,1,0,less_simple_ser,ser,10000,140,1
1,0,1,0,less_simple_ser,ser,10000,318,1
0,0,1,0,less_simple_ser,ser,10000,184,1
1,1,0,0,less_simple_ser,ser,10000,101,1
0,1,0,0,less_simple_ser,ser,10000,104,1
1,0,0,0,less_simple_ser,ser,10000,10248,0
0,0,0,0,less_simple_ser,ser,10000,10213,0
1,1,1,1,mixed_expr,ser,10000,93,1
0,1,1,1,mixed_expr,ser,10000,92,1
1,0,1,1,mixed_expr,ser,10000,95,1
0,0,1,1,mixed_expr,ser,10000,95,1
1,1,0,1,mixed_expr,ser,10000,93,1
0,1,0,1,mixed_expr,ser,10000,93,1
1,0,0,1,mixed_expr,ser,10000,89,1
0,0,0,1,mixed_expr,ser,10000,90,1
1,1,1,0,mixed_expr,ser,10000,89,1
0,1,1,0,mixed_expr,ser,10000,90,1
1,0,1,0,mixed_expr,ser,10000,88,1
0,0,1,0,mixed_expr,ser,10000,86,1
1,1,0,0,mixed_expr,ser,10000,95,1
0,1,0,0,mixed_expr,ser,10000,92,1
1,0,0,0,mixed_expr,ser,10000,90,1
0,0,0,0,mixed_expr,ser,10000,91,1
1,1,1,1,modulo_nonser,ser,10000,155,1
0,1,1,1,modulo_nonser,ser,10000,163,1
1,0,1,1,modulo_nonser,ser,10000,211,1
0,0,1,1,modulo_nonser,ser,10000,199,1
1,1,0,1,modulo_nonser,ser,10000,10019,0
0,1,0,1,modulo_nonser,ser,10000,10021,0
1,0,0,1,modulo_nonser,ser,10000,10025,0
0,0,0,1,modulo_nonser,ser,10000,10024,0
1,1,1,0,modulo_nonser,ser,10000,237,1
0,1,1,0,modulo_nonser,ser,10000,136,1
1,0,1,0,modulo_nonser,ser,10000,247,1
0,0,1,0,modulo_nonser,ser,10000,155,1
1,1,0,0,modulo_nonser,ser,10000,10022,0
0,1,0,0,modulo_nonser,ser,10000,10039,0
1,0,0,0,modulo_nonser,ser,10000,7033,1
0,0,0,0,modulo_nonser,ser,10000,10036,0
1,1,1,1,multiple_requests,ser,10000,122,1
0,1,1,1,multiple_requests,ser,10000,126,1
1,0,1,1,multiple_requests,ser,10000,124,1
0,0,1,1,multiple_requests,ser,10000,128,1
1,1,0,1,multiple_requests,ser,10000,134,1
0,1,0,1,multiple_requests,ser,10000,126,1
1,0,0,1,multiple_requests,ser,10000,117,1
0,0,0,1,multiple_requests,ser,10000,112,1
1,1,1,0,multiple_requests,ser,10000,117,1
0,1,1,0,multiple_requests,ser,10000,117,1
1,0,1,0,multiple_requests,ser,10000,116,1
0,0,1,0,multiple_requests,ser,10000,114,1
1,1,0,0,multiple_requests,ser,10000,118,1
